GridSize,IWFirstEpisode,Regret,MountainCar_mu1_higher,IWMin,DenMISELogLast,MountainCar_std0_higher,IWMax,DenMISEMeanLog,IWLastEpisode,ActionIn1,NumTrajectories,IWMean,Regret/t,AvgEpLen,NumTrainableParams,Delta,TimestepsSoFar,ReturnLastEpisode,ReturnMin,ReturnAbsMax,MinEpLen,ReturnMean,Iteration,Bound,DenMISELogFirst,MountainCar_std1_higher,ReturnStepMax,TimeElapsed,MountainCar_mu0_higher,ReturnMax
100,5.0174298e-17,6769.278,-10.0,,-7.7218885,0.14999999,3.445595e+26,-29.015814,1293.2598,-11.306717,982,3.6917575e+25,6.893358,999.0,,1.2483521e-09,981018,-1.6976417,-3.768877,3.768877,999,-1.8933583,982,inf,-5.239121,1.5,37.92892,912.4738168716431,-1.0,
100,5.0225427e-17,6775.994,-10.0,,-0.8634921,0.14999999,3.449067e+26,-28.987453,1.5553609,-13.094275,983,3.6916936e+25,6.893178,999.0,,1.2458137e-09,982017,-1.7159418,-3.768877,3.768877,999,-1.8931779,983,inf,-5.240139,1.5,37.92892,913.6958191394806,-1.0,
100,5.027661e-17,6782.9478,-10.0,,-62.153667,0.14999999,3.452516e+26,-29.02143,2.6500355e+26,-13.418451,984,3.7185542e+25,6.89324,999.0,,1.2432828e-09,983016,-1.9540269,-3.768877,3.768877,999,-1.8932397,984,inf,-5.2411556,1.5,37.92892,914.9708106517792,-1.0,
100,5.0327654e-17,6790.3164,-10.0,,-62.154682,0.14999999,3.4559946e+26,-29.055359,1.2659158e+26,-10.635663,985,3.7313382e+25,6.8937225,999.0,,1.2407597e-09,984015,-2.3684356,-3.768877,3.768877,999,-1.8937223,985,inf,-5.2421713,1.5,37.92892,916.2170007228851,-1.0,
100,5.0378747e-17,6797.1973,-10.0,,-0.8429362,0.14999999,3.4594504e+26,-29.02702,1.5947216,-9.207422,986,3.731273e+25,6.893709,999.0,,1.2382443e-09,985014,-1.8808868,-3.768877,3.768877,999,-1.8937092,986,inf,-5.243186,1.5,37.92892,917.461053609848,-1.0,
100,5.0429893e-17,6804.713,-10.0,,-62.15671,0.14999999,3.4629095e+26,-29.060862,1.3079051e+26,-7.7603207,987,3.744462e+25,6.8943396,999.0,,1.2357364e-09,986013,-2.515985,-3.768877,3.768877,999,-1.8943396,987,inf,-5.2441998,1.5,37.92892,918.6854798793793,-1.0,
100,5.0480897e-17,6811.664,-10.0,,-62.157726,0.14999999,3.4663723e+26,-29.094631,6.5904484e+25,-11.233186,988,3.7510737e+25,6.894397,999.0,,1.2332362e-09,987012,-1.9505103,-3.768877,3.768877,999,-1.8943965,988,inf,-5.2452126,1.5,37.92892,919.9387369155884,-1.0,
100,5.0531954e-17,6818.778,-10.0,,1.2878709,0.14999999,3.4698385e+26,-29.064184,0.16905092,-8.605298,989,3.7510068e+25,6.8946185,999.0,,1.2307436e-09,988011,-2.1139617,-3.768877,3.768877,999,-1.8946185,989,inf,-5.2462244,1.5,37.92892,921.1738774776459,-1.0,
100,5.058306e-17,6826.2783,-10.0,,-62.159748,0.14999999,3.4733083e+26,-29.097893,7.5987083e+25,-9.141333,990,3.7586184e+25,6.895231,999.0,,1.2282585e-09,989010,-2.50066,-3.768877,3.768877,999,-1.8952307,990,inf,-5.247235,1.5,37.92892,922.4027986526489,-1.0,
100,5.0634223e-17,6832.633,-10.0,,-61.158646,0.14999999,3.4767814e+26,-29.130516,6.8648345e+25,-11.615097,991,3.7654735e+25,6.894685,999.0,,1.2257808e-09,990009,-1.3543104,-3.768877,3.768877,999,-1.8946849,991,inf,-5.2482443,1.5,37.92892,923.7830028533936,-1.0,
100,5.068524e-17,6839.219,-10.0,,-9.217667,0.14999999,3.4802314e+26,-29.110737,5364.9365,-10.43738,992,3.7654107e+25,6.8943744,999.0,,1.2233107e-09,991008,-1.5864736,-3.768877,3.768877,999,-1.8943743,992,inf,-5.249253,1.5,37.92892,925.1866643428802,-1.0,
100,5.073631e-17,6846.3447,-10.0,,-7.3911853,0.14999999,3.483685e+26,-29.089136,904.76984,-9.832341,993,3.7653406e+25,6.8946066,999.0,,1.2208481e-09,992007,-2.1253507,-3.768877,3.768877,999,-1.8946067,993,inf,-5.2502604,1.5,37.92892,926.6458735466003,-1.0,
100,5.0787434e-17,6852.709,-10.0,,-20.683464,0.14999999,3.4871684e+26,-29.080961,279905500.0,-11.631909,994,3.7652735e+25,6.8940735,999.0,,1.2183929e-09,993006,-1.3644749,-3.768877,3.768877,999,-1.8940734,994,inf,-5.251267,1.5,37.92892,927.8344058990479,-1.0,
100,5.0838606e-17,6859.329,-10.0,,-9.685638,0.14999999,3.4906287e+26,-29.061739,8585.286,-13.104759,995,3.7651977e+25,6.8937984,999.0,,1.215945e-09,994005,-1.6204196,-3.768877,3.768877,999,-1.8937984,995,inf,-5.2522726,1.5,37.92892,929.0294272899628,-1.0,
100,5.0889634e-17,6866.285,-10.0,,-62.16579,0.14999999,3.4940926e+26,-29.095243,2.6477416e+26,-13.08521,996,3.7917197e+25,6.8938603,999.0,,1.2135046e-09,995004,-1.9555066,-3.768877,3.768877,999,-1.8938603,996,inf,-5.2532773,1.5,37.92892,930.2116434574127,-1.0,
100,5.0940717e-17,6873.7246,-10.0,,-62.166794,0.14999999,3.49756e+26,-29.128687,1.7140423e+26,-10.008715,997,3.8088424e+25,6.894408,999.0,,1.2110716e-09,996003,-2.4399292,-3.768877,3.768877,999,-1.8944081,997,inf,-5.2542806,1.5,37.92892,931.3848330974579,-1.0,
100,5.099185e-17,6879.872,-10.0,,-11.675574,0.14999999,3.501004e+26,-29.111477,18647.965,-9.170597,998,3.8087753e+25,6.8936596,999.0,,1.2086457e-09,997002,-1.1473174,-3.768877,3.768877,999,-1.8936595,998,inf,-5.2552834,1.5,37.92892,932.5614156723022,-1.0,
100,5.1043033e-17,6887.0312,-10.0,,-62.168797,0.14999999,3.5044778e+26,-29.14484,2.6558242e+26,-11.701893,999,3.8352863e+25,6.893925,999.0,,1.2062272e-09,998001,-2.1590226,-3.768877,3.768877,999,-1.8939252,999,inf,-5.2562847,1.5,37.92892,933.7392840385437,-1.0,
100,5.1094073e-17,6894.0615,-10.0,,-7.9608707,0.14999999,3.5079288e+26,-29.123926,1787.9974,-10.7151,1000,3.8352144e+25,6.8940616,999.0,,9.966018e-10,999000,-2.0304704,-3.768877,3.768877,999,-1.8940617,1000,inf,-5.257285,1.5,37.92892,934.9140379428864,-1.0,
121,5.1145166e-17,6900.3794,-10.0,,0.8858163,0.14999999,3.5114097e+26,-29.094244,0.11565421,-11.579899,1001,3.8351461e+25,6.893486,999.0,,9.946115e-10,999999,-1.3176521,-3.768877,3.768877,999,-1.8934859,1001,inf,-5.2582846,1.5,37.92892,936.0923981666565,-1.0,
121,5.119631e-17,6907.4365,-10.0,,-4.180163,0.14999999,3.5148673e+26,-29.069653,40.429306,-10.13755,1002,3.83508e+25,6.893649,999.0,,9.926273e-10,1000998,-2.0572367,-3.768877,3.768877,999,-1.8936492,1002,inf,-5.259283,1.5,37.92892,1018.0700697898865,-1.0,
121,5.1247306e-17,6913.919,-10.0,,-10.388934,0.14999999,3.5183283e+26,-29.051306,14148.98,-10.088773,1003,3.8350174e+25,6.8932395,999.0,,9.906489e-10,1001997,-1.4825586,-3.768877,3.768877,999,-1.8932395,1003,inf,-5.2602806,1.5,37.92892,1019.4862399101257,-1.0,
121,5.1298353e-17,6921.1064,-10.0,,-20.698929,0.14999999,3.5217926e+26,-29.043257,453060300.0,-12.879316,1004,3.834947e+25,6.893532,999.0,,9.886765e-10,1002996,-2.1871383,-3.768877,3.768877,999,-1.893532,1004,inf,-5.261277,1.5,37.92892,1020.8612539768219,-1.0,
121,5.1349453e-17,6927.8916,-10.0,,-62.174786,0.14999999,3.5252606e+26,-29.076494,3.039579e+26,-12.004797,1005,3.8651235e+25,6.893425,999.0,,9.8671e-10,1003995,-1.7854861,-3.768877,3.768877,999,-1.8934247,1005,inf,-5.262273,1.5,37.92892,1022.2570338249207,-1.0,
121,5.1400606e-17,6934.603,-10.0,,-22.85751,0.14999999,3.528705e+26,-29.070585,4407937000.0,-11.791785,1006,3.865058e+25,6.8932433,999.0,,9.847493e-10,1004994,-1.7111084,-3.768877,3.768877,999,-1.8932434,1006,inf,-5.263267,1.5,37.92892,1023.6054964065552,-1.0,
121,5.145161e-17,6941.638,-10.0,,-10.392441,0.14999999,3.5321796e+26,-29.052301,19384.916,-9.828486,1007,3.864985e+25,6.8933845,999.0,,9.827944e-10,1005993,-2.035168,-3.768877,3.768877,999,-1.8933843,1007,inf,-5.264261,1.5,37.92892,1024.9081227779388,-1.0,
121,5.1502866e-17,6947.8877,-10.0,,-19.578083,0.14999999,3.5356306e+26,-29.043175,68941380.0,-14.864483,1008,3.864915e+25,6.892746,999.0,,9.808455e-10,1006992,-1.249937,-3.768877,3.768877,999,-1.892746,1008,inf,-5.2652535,1.5,37.92892,1026.1953313350677,-1.0,
121,5.1553774e-17,6954.8247,-10.0,,-62.178757,0.14999999,3.539112e+26,-29.076283,2.6655767e+25,-10.662361,1009,3.86749e+25,6.89279,999.0,,9.789022e-10,1007991,-1.9368542,-3.768877,3.768877,999,-1.8927896,1009,inf,-5.266245,1.5,37.92892,1027.4708788394928,-1.0,
121,5.1604933e-17,6961.413,-10.0,,0.4556318,0.14999999,3.54257e+26,-29.047316,0.3601224,-10.82242,1010,3.8674258e+25,6.892488,999.0,,9.769647e-10,1008990,-1.5881125,-3.768877,3.768877,999,-1.892488,1010,inf,-5.2672353,1.5,37.92892,1028.797544002533,-1.0,
121,5.165614e-17,6968.23,-10.0,,1.3723214,0.14999999,3.546031e+26,-29.0175,0.17722806,-11.930257,1011,3.8673527e+25,6.8924136,999.0,,9.750332e-10,1009989,-1.8172187,-3.768877,3.768877,999,-1.8924135,1011,inf,-5.268225,1.5,37.92892,1030.1159641742706,-1.0,
121,5.1707202e-17,6975.4062,-10.0,,-14.00956,0.14999999,3.5494956e+26,-29.00294,619451.56,-11.049635,1012,3.867283e+25,6.8926935,999.0,,9.731072e-10,1010988,-2.1758626,-3.768877,3.768877,999,-1.8926936,1012,inf,-5.2692137,1.5,37.92892,1031.4162571430206,-1.0,
121,5.1758316e-17,6982.003,-10.0,,1.380034,0.14999999,3.5529366e+26,-28.973215,0.15023504,-9.333276,1013,3.8672158e+25,6.8924017,999.0,,9.711868e-10,1011987,-1.596874,-3.768877,3.768877,999,-1.8924016,1013,inf,-5.270201,1.5,37.92892,1032.7467169761658,-1.0,
121,5.180928e-17,6988.8154,-10.0,,-58.101208,0.14999999,3.556408e+26,-29.00221,6.5591693e+24,-9.749369,1014,3.8677996e+25,6.892323,999.0,,9.692722e-10,1012986,-1.8125633,-3.768877,3.768877,999,-1.8923229,1014,inf,-5.2711883,1.5,37.92892,1034.0730576515198,-1.0,
121,5.1860492e-17,6995.489,-10.0,,-29.424765,0.14999999,3.5598826e+26,-29.002893,2839140400000.0,-12.608712,1015,3.8677272e+25,6.892107,999.0,,9.673633e-10,1013985,-1.6732813,-3.768877,3.768877,999,-1.892107,1015,inf,-5.272174,1.5,37.92892,1035.36026597023,-1.0,
121,5.191156e-17,7003.3193,-10.0,,-38.440872,0.14999999,3.5633336e+26,-29.012476,3556564400000000.0,-13.669977,1016,3.8676675e+25,6.893031,999.0,,9.6546e-10,1014984,-2.8306375,-3.768877,3.768877,999,-1.8930309,1016,inf,-5.2731586,1.5,37.92892,1036.600192785263,-1.0,
121,5.1962675e-17,7010.086,-10.0,,-62.186653,0.14999999,3.566788e+26,-29.045364,1.4109604e+26,-12.269948,1017,3.881464e+25,6.8929067,999.0,,9.635622e-10,1015983,-1.7668061,-3.768877,3.768877,999,-1.8929068,1017,inf,-5.2741423,1.5,37.92892,1037.8317477703094,-1.0,
121,5.2013643e-17,7018.3076,-10.0,,-18.513687,0.14999999,3.5702456e+26,-29.035286,2026935.5,-10.72227,1018,3.8814e+25,6.894212,999.0,,9.616702e-10,1016982,-3.2211983,-3.768877,3.768877,999,-1.8942115,1018,inf,-5.275125,1.5,37.92892,1039.1067526340485,-1.0,
121,5.206486e-17,7024.8926,-10.0,,0.9964732,0.14999999,3.5737065e+26,-29.006083,0.21557823,-13.266744,1019,3.8813282e+25,6.893908,999.0,,9.597835e-10,1017981,-1.5849916,-3.768877,3.768877,999,-1.893908,1019,inf,-5.276107,1.5,37.92892,1040.340999364853,-1.0,
121,5.2115926e-17,7032.509,-10.0,,-62.1896,0.14999999,3.577171e+26,-29.038881,9.114816e+25,-8.166954,1020,3.8902053e+25,6.8946166,999.0,,9.579025e-10,1018980,-2.616469,-3.768877,3.768877,999,-1.8946165,1020,inf,-5.2770877,1.5,37.92892,1041.575038909912,-1.0,
121,5.2167045e-17,7038.9355,-10.0,,-62.19058,0.14999999,3.5806385e+26,-29.071619,8.877963e+25,-11.508685,1021,3.8988236e+25,6.8941584,999.0,,9.56027e-10,1019979,-1.4269819,-3.768877,3.768877,999,-1.8941585,1021,inf,-5.2780676,1.5,37.92892,1042.8248147964478,-1.0,
121,5.2218016e-17,7045.17,-10.0,,-10.558164,0.14999999,3.5841098e+26,-29.053774,8992.447,-11.566153,1022,3.8987604e+25,6.8935127,999.0,,9.541571e-10,1020978,-1.2341627,-3.768877,3.768877,999,-1.8935126,1022,inf,-5.2790465,1.5,37.92892,1044.0890181064606,-1.0,
121,5.2269232e-17,7052.7764,-10.0,,-1.7552197,0.14999999,3.5875567e+26,-29.027355,1.2927103,-10.523001,1023,3.898688e+25,6.89421,999.0,,9.522926e-10,1021977,-2.6065989,-3.768877,3.768877,999,-1.8942096,1023,inf,-5.2800245,1.5,37.92892,1045.3362867832184,-1.0,
121,5.2320302e-17,7059.7534,-10.0,,-3.8908207,0.14999999,3.591007e+26,-29.003075,31.803986,-10.50025,1024,3.89863e+25,6.8942904,999.0,,9.504335e-10,1022976,-1.9767802,-3.768877,3.768877,999,-1.8942903,1024,inf,-5.2810016,1.5,37.92892,1046.6013040542603,-1.0,
121,5.2371422e-17,7066.9307,-10.0,,-5.971129,0.14999999,3.5944883e+26,-28.980873,213.82106,-9.9533825,1025,3.8985533e+25,6.8945665,999.0,,9.485799e-10,1023975,-2.1772492,-3.768877,3.768877,999,-1.8945664,1025,inf,-5.2819777,1.5,37.92892,1047.8946607112885,-1.0,
121,5.242239e-17,7074.06,-10.0,,-26.097649,0.14999999,3.5979452e+26,-28.978329,102065906000.0,-10.112063,1026,3.89849e+25,6.8947954,999.0,,9.467318e-10,1024974,-2.1296227,-3.768877,3.768877,999,-1.8947955,1026,inf,-5.282953,1.5,37.92892,1049.1980395317078,-1.0,
121,5.247361e-17,7080.8633,-10.0,,-14.372915,0.14999999,3.6014058e+26,-28.964373,1026668.1,-8.632671,1027,3.8984178e+25,6.8947062,999.0,,9.448888e-10,1025973,-1.8029666,-3.768877,3.768877,999,-1.8947061,1027,inf,-5.283927,1.5,37.92892,1050.4353380203247,-1.0,
121,5.252468e-17,7087.292,-10.0,,-62.197414,0.14999999,3.6048694e+26,-28.996967,1.4938228e+26,-9.565987,1028,3.9128915e+25,6.894253,999.0,,9.430515e-10,1026972,-1.4288642,-3.768877,3.768877,999,-1.8942529,1028,inf,-5.2849,1.5,37.92892,1051.718589067459,-1.0,
121,5.2575795e-17,7094.1416,-10.0,,-42.77101,0.14999999,3.608309e+26,-29.010622,1.6917671e+18,-10.655971,1029,3.9128145e+25,6.8942094,999.0,,9.412194e-10,1027971,-1.8495669,-3.768877,3.768877,999,-1.8942095,1029,inf,-5.2858725,1.5,37.92892,1053.0933566093445,-1.0,
121,5.2626763e-17,7101.325,-10.0,,-2.6222162,0.14999999,3.6117795e+26,-28.985266,7.500222,-11.5574465,1030,3.9127523e+25,6.8944902,999.0,,9.393927e-10,1028970,-2.1833942,-3.768877,3.768877,999,-1.8944902,1030,inf,-5.286844,1.5,37.92892,1054.4609532356262,-1.0,
121,5.267798e-17,7108.1094,-10.0,,-5.5618625,0.14999999,3.615253e+26,-28.962814,168.70053,-11.931646,1031,3.91268e+25,6.8943834,999.0,,9.375712e-10,1029969,-1.7844328,-3.768877,3.768877,999,-1.8943834,1031,inf,-5.287814,1.5,37.92892,1055.7301893234253,-1.0,
121,5.2729045e-17,7114.8945,-10.0,,-18.795492,0.14999999,3.6187026e+26,-28.95323,81507810.0,-11.352778,1032,3.9126227e+25,6.8942776,999.0,,9.357551e-10,1030968,-1.7848554,-3.768877,3.768877,999,-1.8942775,1032,inf,-5.288784,1.5,37.92892,1056.9683244228363,-1.0,
121,5.278016e-17,7121.218,-10.0,,-5.121235,0.14999999,3.622155e+26,-28.930399,53.475403,-10.385058,1033,3.912545e+25,6.8937244,999.0,,9.339444e-10,1031967,-1.3233211,-3.768877,3.768877,999,-1.8937246,1033,inf,-5.2897525,1.5,37.92892,1058.2516095638275,-1.0,
121,5.2831126e-17,7128.1387,-10.0,,-6.9333243,0.14999999,3.6256113e+26,-28.90939,659.6122,-9.742967,1034,3.9124825e+25,6.893751,999.0,,9.321387e-10,1032966,-1.9208171,-3.768877,3.768877,999,-1.8937509,1034,inf,-5.29072,1.5,37.92892,1059.5000157356262,-1.0,
121,5.288234e-17,7134.581,-10.0,,-26.10355,0.14999999,3.6290704e+26,-28.906944,74236330000.0,-10.373889,1035,3.9124225e+25,6.8933153,999.0,,9.3033836e-10,1033965,-1.4427382,-3.768877,3.768877,999,-1.8933151,1035,inf,-5.2916865,1.5,37.92892,1060.7465040683746,-1.0,
121,5.2933402e-17,7142.1357,-10.0,,-14.210066,0.14999999,3.6325332e+26,-28.893019,362482.56,-12.354375,1036,3.912354e+25,6.893954,999.0,,9.2854324e-10,1034964,-2.5548089,-3.768877,3.768877,999,-1.8939537,1036,inf,-5.292652,1.5,37.92892,1062.0016045570374,-1.0,
121,5.2984515e-17,7149.8906,-10.0,,-25.754162,0.14999999,3.635999e+26,-28.890257,16286203000.0,-10.434759,1037,3.9122883e+25,6.8947835,999.0,,9.2675323e-10,1035963,-2.7545228,-3.768877,3.768877,999,-1.8947834,1037,inf,-5.2936172,1.5,37.92892,1063.2457513809204,-1.0,
121,5.3035674e-17,7157.418,-10.0,,-11.896412,0.14999999,3.639468e+26,-28.874146,37872.004,-12.011344,1038,3.912214e+25,6.8953934,999.0,,9.2496855e-10,1036962,-2.527819,-3.768877,3.768877,999,-1.8953933,1038,inf,-5.294581,1.5,37.92892,1064.5229609012604,-1.0,
121,5.3086685e-17,7164.4404,-10.0,,-18.606848,0.14999999,3.642913e+26,-28.864525,65549980.0,-9.143826,1039,3.9121537e+25,6.8955154,999.0,,9.2318897e-10,1037961,-2.0221531,-3.768877,3.768877,999,-1.8955153,1039,inf,-5.2955437,1.5,37.92892,1065.7905888557434,-1.0,
121,5.3137742e-17,7171.841,-10.0,,-62.20902,0.14999999,3.6463886e+26,-28.896849,1.7185073e+26,-11.093877,1040,3.9286095e+25,6.896001,999.0,,9.2141444e-10,1038960,-2.4002204,-3.768877,3.768877,999,-1.8960006,1040,inf,-5.296506,1.5,37.92892,1067.061862707138,-1.0,
121,5.3188845e-17,7178.84,-10.0,,1.8564351,0.14999999,3.64984e+26,-28.86757,0.10618025,-11.59409,1041,3.9285436e+25,6.8961,999.0,,9.19645e-10,1039959,-1.9993066,-3.768877,3.768877,999,-1.8960999,1041,inf,-5.2974668,1.5,37.92892,1068.3182892799377,-1.0,
121,5.324e-17,7185.2153,-10.0,,-11.827039,0.14999999,3.6532947e+26,-28.85148,43348.97,-15.205047,1042,3.92848e+25,6.8956003,999.0,,9.178807e-10,1040958,-1.3755172,-3.768877,3.768877,999,-1.8956002,1042,inf,-5.298427,1.5,37.92892,1069.5775411128998,-1.0,
121,5.3291002e-17,7192.5547,-10.0,,-62.2119,0.14999999,3.6567523e+26,-28.883726,1.1206577e+25,-10.084661,1043,3.9294835e+25,6.8960257,999.0,,9.161215e-10,1041957,-2.3390994,-3.768877,3.768877,999,-1.8960254,1043,inf,-5.2993865,1.5,37.92892,1070.8815050125122,-1.0,
121,5.3342257e-17,7199.205,-10.0,,-14.022892,0.14999999,3.6602133e+26,-28.869755,665397.7,-12.587071,1044,3.9294147e+25,6.8957906,999.0,,9.143673e-10,1042956,-1.6507304,-3.768877,3.768877,999,-1.8957906,1044,inf,-5.3003445,1.5,37.92892,1072.1752243041992,-1.0,
121,5.3393152e-17,7206.6377,-10.0,,-43.250816,0.14999999,3.663678e+26,-28.883781,1.4362442e+18,-12.283815,1045,3.929349e+25,6.896304,999.0,,9.1261815e-10,1043955,-2.4325068,-3.768877,3.768877,999,-1.8963041,1045,inf,-5.301302,1.5,37.92892,1073.3962862491608,-1.0,
121,5.3444298e-17,7213.5,-10.0,,-34.629368,0.14999999,3.6671456e+26,-28.88953,537143240000000.0,-9.568865,1046,3.9292856e+25,6.896271,999.0,,9.10874e-10,1044954,-1.8620017,-3.768877,3.768877,999,-1.8962712,1046,inf,-5.3022585,1.5,37.92892,1074.6557865142822,-1.0,
121,5.3495497e-17,7220.758,-10.0,,-51.73627,0.14999999,3.6705885e+26,-28.911612,8.9244636e+21,-10.902165,1047,3.9292146e+25,6.896617,999.0,,9.091348e-10,1045953,-2.2579973,-3.768877,3.768877,999,-1.8966168,1047,inf,-5.303214,1.5,37.92892,1075.926950454712,-1.0,
121,5.3546538e-17,7228.152,-10.0,,-0.13581042,0.14999999,3.6740624e+26,-28.884415,0.44413686,-8.935067,1048,3.9291565e+25,6.8970914,999.0,,9.0740077e-10,1046952,-2.3939953,-3.768877,3.768877,999,-1.8970915,1048,inf,-5.3041687,1.5,37.92892,1077.1852176189423,-1.0,
121,5.3597628e-17,7234.9824,-10.0,,-62.217636,0.14999999,3.677512e+26,-28.916431,2.9022347e+26,-10.863161,1049,3.9567574e+25,6.897028,999.0,,9.056715e-10,1047951,-1.8305519,-3.768877,3.768877,999,-1.8970281,1049,inf,-5.3051224,1.5,37.92892,1078.4541561603546,-1.0,
121,5.3648767e-17,7241.708,-10.0,,1.7217363,0.14999999,3.6809648e+26,-28.88751,0.12079181,-8.726657,1050,3.956682e+25,6.896865,999.0,,9.0394725e-10,1048950,-1.7254847,-3.768877,3.768877,999,-1.8968647,1050,inf,-5.306075,1.5,37.92892,1079.7463665008545,-1.0,
121,5.369975e-17,7248.3823,-10.0,,-62.21954,0.14999999,3.6844206e+26,-28.919481,2.2378022e+26,-9.762131,1051,3.977914e+25,6.896653,999.0,,9.022279e-10,1049949,-1.6745399,-3.768877,3.768877,999,-1.896653,1051,inf,-5.3070273,1.5,37.92892,1081.0575561523438,-1.0,
121,5.3750987e-17,7255.036,-10.0,,-28.360205,0.14999999,3.6878797e+26,-28.919212,966011200000.0,-9.3429575,1052,3.977844e+25,6.896422,999.0,,9.0051344e-10,1050948,-1.6534642,-3.768877,3.768877,999,-1.8964219,1052,inf,-5.307978,1.5,37.92892,1082.3119728565216,-1.0,
121,5.3802067e-17,7262.449,-10.0,,-62.221405,0.14999999,3.691342e+26,-28.9511,1.9442732e+26,-10.788656,1053,3.996242e+25,6.8969126,999.0,,8.988038e-10,1051947,-2.4131963,-3.768877,3.768877,999,-1.8969126,1053,inf,-5.3089285,1.5,37.92892,1083.593465089798,-1.0,
121,5.385299e-17,7269.05,-10.0,,1.4410563,0.14999999,3.6948076e+26,-28.922527,0.14180656,-9.580691,1054,3.996178e+25,6.8966317,999.0,,8.970992e-10,1052946,-1.6009203,-3.768877,3.768877,999,-1.8966318,1054,inf,-5.3098774,1.5,37.92892,1084.8556525707245,-1.0,
121,5.3904168e-17,7275.933,-10.0,,-42.997463,0.14999999,3.6982483e+26,-28.936129,2.1275845e+18,-11.393608,1055,3.9961177e+25,6.896619,999.0,,8.9539925e-10,1053945,-1.8831122,-3.768877,3.768877,999,-1.8966191,1055,inf,-5.310826,1.5,37.92892,1086.157567024231,-1.0,
121,5.3955393e-17,7282.915,-10.0,,-1.0288626,0.14999999,3.7017207e+26,-28.909954,1.8875028,-11.952475,1056,3.9960476e+25,6.8967,999.0,,8.937042e-10,1054944,-1.982147,-3.768877,3.768877,999,-1.8967,1056,inf,-5.3117733,1.5,37.92892,1087.4201884269714,-1.0,
121,5.400646e-17,7289.368,-10.0,,-24.633898,0.14999999,3.7051676e+26,-28.90617,18319698000.0,-11.562777,1057,3.9959807e+25,6.89628,999.0,,8.92014e-10,1055943,-1.4526225,-3.768877,3.768877,999,-1.8962799,1057,inf,-5.31272,1.5,37.92892,1088.7101764678955,-1.0,
121,5.4057577e-17,7295.964,-10.0,,-7.5883174,0.14999999,3.708618e+26,-28.886257,1075.9348,-10.513662,1058,3.995916e+25,6.895996,999.0,,8.9032853e-10,1056942,-1.5958241,-3.768877,3.768877,999,-1.8959959,1058,inf,-5.3136654,1.5,37.92892,1090.0118372440338,-1.0,
121,5.4108537e-17,7302.9487,-10.0,,-4.166758,0.14999999,3.7121e+26,-28.863176,41.630684,-10.558983,1059,3.9958553e+25,6.89608,999.0,,8.886479e-10,1057941,-1.985027,-3.768877,3.768877,999,-1.89608,1059,inf,-5.31461,1.5,37.92892,1091.2636094093323,-1.0,
121,5.415975e-17,7309.508,-10.0,,-0.82331246,0.14999999,3.7155565e+26,-28.836977,1.2431159,-12.129737,1060,3.9957847e+25,6.895762,999.0,,8.86972e-10,1058940,-1.5589277,-3.768877,3.768877,999,-1.8957618,1060,inf,-5.315554,1.5,37.92892,1092.5566365718842,-1.0,
121,5.4210803e-17,7316.3184,-10.0,,-28.076057,0.14999999,3.7190167e+26,-28.83652,798932140000.0,-11.706291,1061,3.995718e+25,6.895682,999.0,,8.8530083e-10,1059939,-1.8107077,-3.768877,3.768877,999,-1.8956817,1061,inf,-5.316497,1.5,37.92892,1093.8477187156677,-1.0,
121,5.4261907e-17,7323.0586,-10.0,,-10.850289,0.14999999,3.7224515e+26,-28.819841,30289.57,-10.659127,1062,3.9956524e+25,6.8955355,999.0,,8.836344e-10,1060938,-1.7401543,-3.768877,3.768877,999,-1.8955352,1062,inf,-5.317439,1.5,37.92892,1095.1440315246582,-1.0,
121,5.431306e-17,7330.142,-10.0,,-1.7944964,0.14999999,3.7259176e+26,-28.794672,3.7376876,-11.219936,1063,3.9955906e+25,6.8957124,999.0,,8.819726e-10,1061937,-2.0835476,-3.768877,3.768877,999,-1.8957123,1063,inf,-5.3183804,1.5,37.92892,1096.4400055408478,-1.0,
121,5.436405e-17,7337.0205,-10.0,,0.74521005,0.14999999,3.7293875e+26,-28.767166,0.33045366,-11.57333,1064,3.9955316e+25,6.8956957,999.0,,8.8031554e-10,1062936,-1.8782132,-3.768877,3.768877,999,-1.8956957,1064,inf,-5.3193207,1.5,37.92892,1097.7390644550323,-1.0,
121,5.441509e-17,7344.0864,-10.0,,-4.189493,0.14999999,3.732832e+26,-28.744322,41.561073,-10.854875,1065,3.995464e+25,6.895856,999.0,,8.7866314e-10,1063935,-2.0661578,-3.768877,3.768877,999,-1.8958558,1065,inf,-5.32026,1.5,37.92892,1099.0339398384094,-1.0,
121,5.446618e-17,7350.5024,-10.0,,1.4676863,0.14999999,3.7362795e+26,-28.71624,0.100113645,-8.815158,1066,3.9953987e+25,6.895406,999.0,,8.770155e-10,1064934,-1.4160686,-3.768877,3.768877,999,-1.8954058,1066,inf,-5.3211985,1.5,37.92892,1100.3708040714264,-1.0,
121,5.4517317e-17,7357.024,-10.0,,-62.23465,0.14999999,3.7397586e+26,-28.747906,2.126644e+26,-12.194677,1067,4.0152673e+25,6.8950553,999.0,,8.753724e-10,1065933,-1.5215094,-3.768877,3.768877,999,-1.8950553,1067,inf,-5.322136,1.5,37.92892,1101.6824445724487,-1.0,
