MountainCar_mu0_higher,IWLastEpisode,ReturnStepMax,DenMISELogFirst,ReturnAbsMax,Iteration,MountainCar_std1_higher,ReturnMax,ReturnLastEpisode,ReturnMin,IWMean,NumTrajectories,Regret,NumTrainableParams,MinEpLen,DenMISELogLast,IWFirstEpisode,GridSize,TimestepsSoFar,MountainCar_mu1_higher,DenMISEMeanLog,Delta,Bound,AvgEpLen,Regret/t,IWMin,ActionIn1,TimeElapsed,IWMax,ReturnMean,MountainCar_std0_higher
-1.0,6392036600000000.0,34.77007,-12.075317,3.4600394,634,1.5,,-1.936852,-3.4600394,2.5489395e+25,634,4352.974,,999,-37.14063,8.256202e-17,81,633366,-10.0,-27.839493,3.6888341e-09,inf,999.0,6.8658895,,-14.389811,558.9730443954468,2.2274543e+26,-1.8658898,0.14999999
-1.0,3.4106254e+25,34.77007,-12.076894,3.4600394,635,1.5,,-2.0980704,-3.4600394,2.554183e+25,635,4360.0723,,999,-61.715668,8.26922e-17,81,634365,-10.0,-27.893246,3.677225e-09,inf,999.0,6.8662558,,-11.416028,560.0816609859467,2.2309577e+26,-1.8662555,0.14999999
-1.0,0.32071686,34.77007,-12.078467,3.4600394,636,1.5,,-2.469552,-3.4600394,2.5540536e+25,636,4367.542,,999,0.010196995,8.282258e-17,81,635364,-10.0,-27.849785,3.6656702e-09,inf,999.0,6.8672037,,-10.207167,561.1320083141327,2.2344584e+26,-1.867204,0.14999999
-1.0,448264770.0,34.77007,-12.080038,3.4600394,637,1.5,,-2.583221,-3.4600394,2.5539284e+25,637,4375.125,,999,-21.492195,8.295285e-17,81,636363,-10.0,-27.840206,3.6541703e-09,inf,999.0,6.868328,,-9.69095,562.255375623703,2.2379557e+26,-1.8683281,0.14999999
-1.0,217098350000000.0,34.77007,-12.081607,3.4600394,638,1.5,,-1.7393055,-3.4600394,2.553801e+25,638,4381.8643,,999,-33.753708,8.3083013e-17,81,637362,-10.0,-27.849878,3.6427241e-09,inf,999.0,6.868126,,-10.778574,563.349627494812,2.2414502e+26,-1.8681258,0.14999999
-1.0,1.3162134,34.77007,-12.083173,3.4600394,639,1.5,,-2.2544096,-3.4600394,2.5536787e+25,639,4389.1187,,999,-0.97098255,8.321306e-17,81,638361,-10.0,-27.80822,3.631332e-09,inf,999.0,6.8687305,,-11.111824,564.4090583324432,2.2449501e+26,-1.8687304,0.14999999
-1.0,0.10069827,34.77007,-12.084737,3.4600394,640,1.5,,-2.176588,-3.4600394,2.5535537e+25,640,4396.2954,,999,1.7438486,8.3343304e-17,81,639360,-10.0,-27.762451,3.6199925e-09,inf,999.0,6.8692117,,-8.014685,565.4425201416016,2.2484554e+26,-1.8692116,0.14999999
-1.0,5.6947963e+25,34.77007,-12.086298,3.4600394,641,1.5,,-2.041863,-3.4600394,2.5623109e+25,641,4403.3374,,999,-61.72507,8.347344e-17,81,640359,-10.0,-27.81584,3.6087067e-09,inf,999.0,6.869481,,-9.771137,566.5624039173126,2.2519575e+26,-1.869481,0.14999999
-1.0,1.0741789e+16,34.77007,-12.087857,3.4600394,642,1.5,,-2.2194328,-3.4600394,2.5621886e+25,642,4410.5566,,999,-37.90598,8.360378e-17,81,641358,-10.0,-27.831959,3.597473e-09,inf,999.0,6.8700256,,-10.459907,567.6839339733124,2.2554567e+26,-1.8700259,0.14999999
-1.0,819.92725,34.77007,-12.089414,3.4600394,643,1.5,,-2.197947,-3.4600394,2.5620644e+25,643,4417.755,,999,-7.3681083,8.3734e-17,81,642357,-10.0,-27.80053,3.5862924e-09,inf,999.0,6.870536,,-10.985234,568.8088884353638,2.2589525e+26,-1.870536,0.14999999
-1.0,0.103653476,34.77007,-12.090967,3.4600394,644,1.5,,-1.7116803,-3.4600394,2.5619373e+25,644,4424.4663,,999,1.8546889,8.386411e-17,81,643356,-10.0,-27.754883,3.5751635e-09,inf,999.0,6.8702893,,-9.45183,569.8947129249573,2.2624539e+26,-1.8702893,0.14999999
-1.0,7389986000000000.0,34.77007,-12.092519,3.4600394,645,1.5,,-1.2245609,-3.4600394,2.561815e+25,645,4430.691,,999,-38.347797,8.3994414e-17,81,644355,-10.0,-27.771706,3.5640864e-09,inf,999.0,6.8692884,,-10.583686,570.9453155994415,2.265952e+26,-1.8692882,0.14999999
-1.0,2.6389022,34.77007,-12.094069,3.4600394,646,1.5,,-1.7692031,-3.4600394,2.5616904e+25,646,4437.46,,999,-1.3705711,8.4124923e-17,81,645354,-10.0,-27.73123,3.5530605e-09,inf,999.0,6.869133,,-11.602827,571.9956636428833,2.2694468e+26,-1.8691332,0.14999999
-1.0,32974.57,34.77007,-12.095615,3.4600394,647,1.5,,-1.3934239,-3.4600394,2.5615707e+25,647,4443.8535,,999,-11.426446,8.425499e-17,81,646353,-10.0,-27.706427,3.5420862e-09,inf,999.0,6.868398,,-10.573852,573.0905735492706,2.272947e+26,-1.8683981,0.14999999
-1.0,0.2545544,34.77007,-12.097159,3.4600394,648,1.5,,-1.2709858,-3.4600394,2.5614416e+25,648,4450.1245,,999,-0.06526653,8.438526e-17,81,647352,-10.0,-27.664171,3.531162e-09,inf,999.0,6.867476,,-14.061727,574.1764121055603,2.2764525e+26,-1.8674761,0.14999999
-1.0,4.208701e+25,34.77007,-12.0987015,3.4600394,649,1.5,,-2.3571143,-3.4600394,2.5678084e+25,649,4457.4814,,999,-61.737476,8.451541e-17,81,648351,-10.0,-27.717062,3.5202883e-09,inf,999.0,6.8682303,,-11.076501,575.2854204177856,2.2799464e+26,-1.8682302,0.14999999
-1.0,0.14625068,34.77007,-12.100241,3.4600394,650,1.5,,-2.5453763,-3.4600394,2.5676812e+25,650,4465.027,,999,0.6138578,8.464576e-17,81,649350,-10.0,-27.673876,3.5094652e-09,inf,999.0,6.869272,,-11.632953,576.3942213058472,2.2834453e+26,-1.8692721,0.14999999
-1.0,106180.83,34.77007,-12.101778,3.4600394,651,1.5,,-1.3743346,-3.4600394,2.5675587e+25,651,4471.4014,,999,-12.636516,8.477566e-17,81,650349,-10.0,-27.651175,3.4986916e-09,inf,999.0,6.868512,,-11.562699,577.4930763244629,2.2869497e+26,-1.8685119,0.14999999
-1.0,133.78946,34.77007,-12.103313,3.4600394,652,1.5,,-1.8460603,-3.4600394,2.5674411e+25,652,4478.247,,999,-5.3171,8.490609e-17,81,651348,-10.0,-27.617308,3.487968e-09,inf,999.0,6.8684773,,-12.742878,578.6340193748474,2.2904507e+26,-1.8684775,0.14999999
-1.0,5.066971e+18,34.77007,-12.104846,3.4600394,653,1.5,,-2.8811195,-3.4600394,2.5673134e+25,653,4486.1284,,999,-45.965626,8.50364e-17,81,652347,-10.0,-27.645802,3.4772933e-09,inf,999.0,6.8700285,,-11.688536,579.7461650371552,2.2939482e+26,-1.8700283,0.14999999
-1.0,38866496.0,34.77007,-12.106376,3.4600394,654,1.5,,-1.1525594,-3.4600394,2.567191e+25,654,4492.2812,,999,-19.519104,8.5166575e-17,81,653346,-10.0,-27.633759,3.4666676e-09,inf,999.0,6.8689313,,-9.852141,580.8259780406952,2.2974424e+26,-1.8689312,0.14999999
-1.0,3.968687e+19,34.77007,-12.1079035,3.4600394,655,1.5,,-2.9520128,-3.4600394,2.5670724e+25,655,4500.233,,999,-48.234398,8.529663e-17,81,654345,-10.0,-27.665607,3.45609e-09,inf,999.0,6.8705845,,-11.204935,581.8703618049622,2.300942e+26,-1.8705847,0.14999999
-1.0,0.1178577,34.77007,-12.109429,3.4600394,656,1.5,,-2.2951736,-3.4600394,2.5669516e+25,656,4507.5283,,999,1.4761646,8.5426886e-17,81,655344,-10.0,-27.62157,3.4455614e-09,inf,999.0,6.871232,,-12.827076,582.9493999481201,2.304447e+26,-1.871232,0.14999999
-1.0,7.481443e+25,34.77007,-12.110952,3.4600394,657,1.5,,-1.2801778,-3.4600394,2.5782159e+25,657,4513.8086,,999,-61.749725,8.555733e-17,81,656343,-10.0,-27.673906,3.4350804e-09,inf,999.0,6.8703322,,-12.823289,584.0899569988251,2.3079393e+26,-1.8703324,0.14999999
-1.0,1.08310925e+26,34.77007,-12.1124735,3.4600394,658,1.5,,-1.4150407,-3.4600394,2.5945576e+25,658,4520.2236,,999,-61.751247,8.568733e-17,81,657342,-10.0,-27.726076,3.4246475e-09,inf,999.0,6.8696404,,-11.536936,585.1756119728088,2.3114372e+26,-1.8696404,0.14999999
-1.0,2.3607216,34.77007,-12.113992,3.4600394,659,1.5,,-2.3986225,-3.4600394,2.594436e+25,659,4527.622,,999,-1.7914428,8.581753e-17,81,658341,-10.0,-27.687115,3.4142622e-09,inf,999.0,6.8704433,,-12.30354,586.2920892238617,2.3149406e+26,-1.8704432,0.14999999
-1.0,1.7124284e+19,34.77007,-12.115508,3.4600394,660,1.5,,-1.443511,-3.4600394,2.5943192e+25,660,4534.0654,,999,-45.61504,8.594792e-17,81,659340,-10.0,-27.714666,3.4039234e-09,inf,999.0,6.8697963,,-7.5803494,587.5328302383423,2.3184401e+26,-1.8697962,0.14999999
-1.0,2.8877552e+25,34.77007,-12.1170225,3.4600394,661,1.5,,-1.5125127,-3.4600394,2.5985617e+25,661,4540.578,,999,-61.755795,8.6078175e-17,81,660339,-10.0,-27.766546,3.3936318e-09,inf,999.0,6.8692555,,-10.619323,588.7172079086304,2.3219361e+26,-1.8692557,0.14999999
-1.0,5325.507,34.77007,-12.118534,3.4600394,662,1.5,,-2.9641485,-3.4600394,2.5984469e+25,662,4548.542,,999,-11.34916,8.620831e-17,81,661338,-10.0,-27.74214,3.3833871e-09,inf,999.0,6.8709097,,-10.411403,589.8634915351868,2.3254375e+26,-1.8709097,0.14999999
-1.0,17.266434,34.77007,-12.120044,3.4600394,663,1.5,,-1.5451955,-3.4600394,2.5983221e+25,663,4555.0874,,999,-3.4909575,8.633863e-17,81,662337,-10.0,-27.705944,3.373188e-09,inf,999.0,6.8704185,,-9.040932,590.9424910545349,2.3289352e+26,-1.8704184,0.14999999
-1.0,1.8088708e+26,34.77007,-12.121551,3.4600394,664,1.5,,-1.6025724,-3.4600394,2.6254437e+25,664,4561.69,,999,-61.760323,8.646882e-17,81,663336,-10.0,-27.757622,3.3630354e-09,inf,999.0,6.870015,,-9.752014,592.0507273674011,2.3324294e+26,-1.870015,0.14999999
-1.0,1618269900000000.0,34.77007,-12.123055,3.4600394,665,1.5,,-2.0448844,-3.4600394,2.6253277e+25,665,4568.735,,999,-35.809296,8.659888e-17,81,664335,-10.0,-27.770113,3.3529288e-09,inf,999.0,6.870278,,-8.826254,593.1720833778381,2.3359287e+26,-1.870278,0.14999999
-1.0,1.589317e+26,34.77007,-12.124558,3.4600394,666,1.5,,-1.6781824,-3.4600394,2.6490733e+25,666,4575.413,,999,-61.763332,8.672914e-17,81,665334,-10.0,-27.821539,3.3428675e-09,inf,999.0,6.8699894,,-10.279915,594.3036201000214,2.3394332e+26,-1.8699894,0.14999999
-1.0,13701865.0,34.77007,-12.126059,3.4600394,667,1.5,,-2.537471,-3.4600394,2.6489524e+25,667,4582.95,,999,-17.881641,8.685959e-17,81,666333,-10.0,-27.807028,3.3328516e-09,inf,999.0,6.8709903,,-9.315463,595.4723479747772,2.3429254e+26,-1.8709902,0.14999999
-1.0,8.1144175e+21,34.77007,-12.127557,3.4600394,668,1.5,,-1.4690248,-3.4600394,2.648837e+25,668,4589.4194,,999,-51.738544,8.698957e-17,81,667332,-10.0,-27.843239,3.3228804e-09,inf,999.0,6.8703885,,-10.444119,596.624294757843,2.3464314e+26,-1.8703884,0.14999999
-1.0,1.8248265,34.77007,-12.129053,3.4600394,669,1.5,,-1.331698,-3.4600394,2.6487173e+25,669,4595.751,,999,-1.8017951,8.711975e-17,81,668331,-10.0,-27.804693,3.312954e-09,inf,999.0,6.869583,,-13.831129,597.8213770389557,2.3499248e+26,-1.8695832,0.14999999
-1.0,1.8185135e+24,34.77007,-12.130547,3.4600394,670,1.5,,-0.7892717,-3.4600394,2.6488743e+25,670,4601.5405,,999,-61.76932,8.7250124e-17,81,669330,-10.0,-27.855766,3.3030718e-09,inf,999.0,6.867971,,-12.651133,598.8858690261841,2.3534234e+26,-1.867971,0.14999999
-1.0,1.146928e+19,34.77007,-12.132038,3.4600394,671,1.5,,-2.5178864,-3.4600394,2.6487565e+25,671,4609.0586,,999,-45.607464,8.7380356e-17,81,670329,-10.0,-27.882607,3.293234e-09,inf,999.0,6.8689394,,-11.98867,599.9836299419403,2.3569274e+26,-1.8689394,0.14999999
-1.0,8029475300.0,34.77007,-12.133527,3.4600394,672,1.5,,-1.6133605,-3.4600394,2.6486356e+25,672,4615.672,,999,-23.5471,8.7510455e-17,81,671328,-10.0,-27.876541,3.2834397e-09,inf,999.0,6.868559,,-13.281961,601.1232106685638,2.3604184e+26,-1.8685591,0.14999999
-1.0,1.4480615e+26,34.77007,-12.135014,3.4600394,673,1.5,,-1.8567494,-3.4600394,2.6700368e+25,673,4622.5283,,999,-61.77379,8.7640745e-17,81,672327,-10.0,-27.92729,3.2736895e-09,inf,999.0,6.8685417,,-9.256306,602.1789832115173,2.3639237e+26,-1.8685417,0.14999999
-1.0,2.1910393e+26,34.77007,-12.136498,3.4600394,674,1.5,,-2.0459602,-3.4600394,2.7024254e+25,674,4629.574,,999,-61.774937,8.777089e-17,81,673326,-10.0,-27.977896,3.2639824e-09,inf,999.0,6.868805,,-12.306573,603.2501204013824,2.367416e+26,-1.8688048,0.14999999
-1.0,1.7131144e+19,34.77007,-12.137981,3.4600394,675,1.5,,-1.4254657,-3.4600394,2.702311e+25,675,4636.0,,999,-45.595253,8.7901235e-17,81,674325,-10.0,-28.004375,3.2543186e-09,inf,999.0,6.8681483,,-10.510527,604.4690182209015,2.3709137e+26,-1.8681482,0.14999999
-1.0,3.2018151,34.77007,-12.1394615,3.4600394,676,1.5,,-1.5809826,-3.4600394,2.7021937e+25,676,4642.581,,999,-1.7355738,8.803143e-17,81,675324,-10.0,-27.965895,3.2446976e-09,inf,999.0,6.8677235,,-7.051871,605.6211347579956,2.3744166e+26,-1.8677232,0.14999999
-1.0,1.4537782e+25,34.77007,-12.14094,3.4600394,677,1.5,,-1.5994025,-3.4600394,2.7042207e+25,677,4649.18,,999,-61.779713,8.8161485e-17,81,676323,-10.0,-28.016226,3.235119e-09,inf,999.0,6.8673267,,-11.980098,606.7502543926239,2.3779152e+26,-1.8673269,0.14999999
-1.0,430.46994,34.77007,-12.142416,3.4600394,678,1.5,,-3.1205919,-3.4600394,2.7041048e+25,678,4657.301,,999,-9.430836,8.8292074e-17,81,677322,-10.0,-27.9892,3.225583e-09,inf,999.0,6.8691754,,-11.554066,607.9163541793823,2.3814101e+26,-1.8691753,0.14999999
-1.0,13.45336,34.77007,-12.143889,3.4600394,679,1.5,,-2.1416304,-3.4600394,2.7039927e+25,679,4664.4424,,999,-3.1447725,8.842218e-17,81,678321,-10.0,-27.952993,3.2160896e-09,inf,999.0,6.8695765,,-14.0281105,609.150416135788,2.3849102e+26,-1.8695766,0.14999999
-1.0,2.7054368e+25,34.77007,-12.145362,3.4600394,680,1.5,,-2.6012921,-3.4600394,2.7078504e+25,680,4672.044,,999,-61.784134,8.855247e-17,81,679320,-10.0,-28.003124,3.2066374e-09,inf,999.0,6.8706527,,-9.416221,610.293863773346,2.3884064e+26,-1.8706526,0.14999999
-1.0,8.629655e+22,34.77007,-12.146831,3.4600394,681,1.5,,-1.899743,-3.4600394,2.7077528e+25,681,4678.9434,,999,-53.715023,8.8682616e-17,81,680319,-10.0,-28.04126,3.1972267e-09,inf,999.0,6.870695,,-11.626191,611.5204184055328,2.3919076e+26,-1.8706952,0.14999999
-1.0,115126.7,34.77007,-12.148298,3.4600394,682,1.5,,-1.3626893,-3.4600394,2.7076327e+25,682,4685.306,,999,-12.785061,8.881296e-17,81,681318,-10.0,-28.01927,3.1878575e-09,inf,999.0,6.8699503,,-11.559876,612.647932767868,2.3954047e+26,-1.8699504,0.14999999
-1.0,3.4822114,34.77007,-12.149763,3.4600394,683,1.5,,-2.3738706,-3.4600394,2.7075167e+25,683,4692.68,,999,-2.186209,8.894315e-17,81,682317,-10.0,-27.98183,3.1785294e-09,inf,999.0,6.8706884,,-10.584719,613.7044792175293,2.398898e+26,-1.8706884,0.14999999
-1.0,81.613655,34.77007,-12.151227,3.4600394,684,1.5,,-2.3107107,-3.4600394,2.7074049e+25,684,4699.9907,,999,-5.2312098,8.90732e-17,81,683316,-10.0,-27.948944,3.1692424e-09,inf,999.0,6.8713317,,-7.603364,614.7580337524414,2.4023962e+26,-1.8713317,0.14999999
-1.0,3.798635e+25,34.77007,-12.152687,3.4600394,685,1.5,,-1.735005,-3.4600394,2.7128358e+25,685,4706.7256,,999,-61.791462,8.920343e-17,81,684315,-10.0,-27.998728,3.159996e-09,inf,999.0,6.871133,,-7.2691064,615.8609690666199,2.4058996e+26,-1.8711326,0.14999999
-1.0,2.2035443e+25,34.77007,-12.154146,3.4600394,686,1.5,,-1.6617987,-3.4600394,2.7159298e+25,686,4713.3877,,999,-61.79292,8.9333514e-17,81,685314,-10.0,-28.04837,3.1507896e-09,inf,999.0,6.8708277,,-9.502818,616.9565374851227,2.4093896e+26,-1.8708276,0.14999999
-1.0,9.412731e+18,34.77007,-12.155602,3.4600394,687,1.5,,-1.7148241,-3.4600394,2.7158164e+25,687,4720.1025,,999,-44.557945,8.9463785e-17,81,686313,-10.0,-28.07278,3.1416238e-09,inf,999.0,6.8706,,-10.325769,618.1224520206451,2.4128939e+26,-1.8706003,0.14999999
-1.0,2663.9092,34.77007,-12.157058,3.4600394,688,1.5,,-1.8927945,-3.4600394,2.7157004e+25,688,4726.995,,999,-8.33757,8.959425e-17,81,687312,-10.0,-28.044462,3.132498e-09,inf,999.0,6.870632,,-10.828119,619.2089078426361,2.416385e+26,-1.8706324,0.14999999
-1.0,0.4502226,34.77007,-12.15851,3.4600394,689,1.5,,-2.1532617,-3.4600394,2.715588e+25,689,4734.1484,,999,0.25857365,8.9724215e-17,81,688311,-10.0,-28.003765,3.1234115e-09,inf,999.0,6.8710427,,-10.547887,620.3268270492554,2.4198902e+26,-1.8710427,0.14999999
-1.0,1.3968979,34.77007,-12.15996,3.4600394,690,1.5,,-1.589292,-3.4600394,2.7154726e+25,690,4740.738,,999,-0.9568101,8.9854373e-17,81,689310,-10.0,-27.96494,3.1143645e-09,inf,999.0,6.8706346,,-12.486679,621.510900259018,2.4233822e+26,-1.8706344,0.14999999
-1.0,7.741221e+17,34.77007,-12.161408,3.4600394,691,1.5,,-2.15346,-3.4600394,2.7153619e+25,691,4747.891,,999,-42.120613,8.998472e-17,81,690309,-10.0,-27.985806,3.1053569e-09,inf,999.0,6.8710437,,-8.793965,622.7385101318359,2.4268791e+26,-1.8710438,0.14999999
-1.0,1.1920703e+26,34.77007,-12.162854,3.4600394,692,1.5,,-2.2218182,-3.4600394,2.7324747e+25,692,4755.1133,,999,-61.80163,9.011491e-17,81,691308,-10.0,-28.035038,3.0963885e-09,inf,999.0,6.8715506,,-9.740459,623.9662938117981,2.430381e+26,-1.8715507,0.14999999
-1.0,9483864000000000.0,34.77007,-12.164299,3.4600394,693,1.5,,-2.113703,-3.4600394,2.732364e+25,693,4762.2266,,999,-37.649235,9.024529e-17,81,692307,-10.0,-28.049294,3.0874587e-09,inf,999.0,6.8719,,-12.889375,625.0869877338409,2.4338787e+26,-1.8719002,0.14999999
-1.0,2.212271e+26,34.77007,-12.165741,3.4600394,694,1.5,,-1.9864706,-3.4600394,2.7641284e+25,694,4769.2134,,999,-61.80451,9.037552e-17,81,693306,-10.0,-28.098303,3.0785676e-09,inf,999.0,6.872065,,-9.523418,626.2211527824402,2.4373724e+26,-1.8720652,0.14999999
-1.0,3.273182e+19,34.77007,-12.16718,3.4600394,695,1.5,,-1.8458803,-3.4600394,2.764013e+25,695,4776.059,,999,-45.761063,9.050558e-17,81,694305,-10.0,-28.12409,3.069715e-09,inf,999.0,6.8720274,,-11.549134,627.3790440559387,2.4408708e+26,-1.8720274,0.14999999
-1.0,60350.13,34.77007,-12.168618,3.4600394,696,1.5,,-1.2369741,-3.4600394,2.7639008e+25,696,4782.296,,999,-12.650432,9.0635834e-17,81,695304,-10.0,-28.102234,3.0609002e-09,inf,999.0,6.8711147,,-13.218621,628.4677653312683,2.444365e+26,-1.871115,0.14999999
-1.0,1.6199403e+26,34.77007,-12.170054,3.4600394,697,1.5,,-2.0332172,-3.4600394,2.7870268e+25,697,4789.329,,999,-61.808826,9.076628e-17,81,696303,-10.0,-28.150965,3.0521232e-09,inf,999.0,6.8713474,,-8.187619,629.5496985912323,2.4478641e+26,-1.8713477,0.14999999
-1.0,7.201726e+25,34.77007,-12.171488,3.4600394,698,1.5,,-1.520118,-3.4600394,2.797234e+25,698,4795.8496,,999,-61.81026,9.089621e-17,81,697302,-10.0,-28.199566,3.0433844e-09,inf,999.0,6.8708444,,-11.579928,630.6177694797516,2.451359e+26,-1.8708444,0.14999999
-1.0,131824.72,34.77007,-12.172919,3.4600394,699,1.5,,-1.2142807,-3.4600394,2.7971195e+25,699,4802.0635,,999,-13.356919,9.102668e-17,81,698301,-10.0,-28.178701,3.0346827e-09,inf,999.0,6.8699055,,-12.209806,631.6410927772522,2.4548588e+26,-1.8699052,0.14999999
-1.0,2513910500.0,34.77007,-12.174349,3.4600394,700,1.5,,-2.40597,-3.4600394,2.7970097e+25,700,4809.4697,,999,-22.84934,9.115664e-17,81,699300,-10.0,-28.171461,3.0260183e-09,inf,999.0,6.8706713,,-9.954913,632.784636259079,2.4583542e+26,-1.870671,0.14999999
-1.0,19494234.0,34.77007,-12.1757765,3.4600394,701,1.5,,-1.5215864,-3.4600394,2.7968963e+25,701,4815.991,,999,-17.611658,9.1287136e-17,81,700299,-10.0,-28.156769,3.017391e-09,inf,999.0,6.870173,,-10.894267,633.8924555778503,2.4618547e+26,-1.8701729,0.14999999
-1.0,0.10747835,34.77007,-12.177202,3.4600394,702,1.5,,-1.7262486,-3.4600394,2.7967877e+25,702,4822.718,,999,1.8300731,9.1417116e-17,81,701298,-10.0,-28.114416,3.0088005e-09,inf,999.0,6.869968,,-12.018014,635.0625891685486,2.4653507e+26,-1.8699679,0.14999999
-1.0,8478953000000.0,34.77007,-12.178625,3.4600394,703,1.5,,-1.3179957,-3.4600394,2.7966754e+25,703,4829.035,,999,-31.235474,9.154763e-17,81,702297,-10.0,-28.119232,3.0002467e-09,inf,999.0,6.8691826,,-11.794859,636.1740713119507,2.4688517e+26,-1.8691827,0.14999999
-1.0,12478.385,34.77007,-12.180047,3.4600394,704,1.5,,-2.0627491,-3.4600394,2.7965672e+25,704,4836.098,,999,-9.989156,9.167764e-17,81,703296,-10.0,-28.09385,2.9917293e-09,inf,999.0,6.8694577,,-8.760187,637.2470409870148,2.4723483e+26,-1.8694576,0.14999999
-1.0,1.4636784e+26,34.77007,-12.181466,3.4600394,705,1.5,,-2.0603163,-3.4600394,2.8172167e+25,705,4843.1587,,999,-61.82024,9.180783e-17,81,704295,-10.0,-28.142052,2.9832479e-09,inf,999.0,6.8697286,,-12.611976,638.4030039310455,2.4758403e+26,-1.8697284,0.14999999
-1.0,1.2471234e+21,34.77007,-12.182884,3.4600394,706,1.5,,-2.1441956,-3.4600394,2.8171097e+25,706,4850.3027,,999,-49.62035,9.19382e-17,81,705294,-10.0,-28.172852,2.9748035e-09,inf,999.0,6.870117,,-11.7488165,639.5508937835693,2.4793372e+26,-1.8701172,0.14999999
-1.0,21778970000.0,34.77007,-12.184299,3.4600394,707,1.5,,-0.90662175,-3.4600394,2.816999e+25,707,4856.2095,,999,-26.990557,9.206841e-17,81,706293,-10.0,-28.171543,2.9663942e-09,inf,999.0,6.8687544,,-8.793253,640.7131686210632,2.4828391e+26,-1.8687545,0.14999999
-1.0,1.684465e+26,34.77007,-12.185713,3.4600394,708,1.5,,-1.7195085,-3.4600394,2.8406773e+25,708,4862.9287,,999,-61.824486,9.21988e-17,81,707292,-10.0,-28.219437,2.9580205e-09,inf,999.0,6.8685436,,-9.236788,641.8909616470337,2.4863365e+26,-1.8685437,0.14999999
-1.0,1.8671877e+26,34.77007,-12.187124,3.4600394,709,1.5,,-2.213327,-3.4600394,2.8669028e+25,709,4870.142,,999,-61.825897,9.2329026e-17,81,708291,-10.0,-28.267212,2.949682e-09,inf,999.0,6.86903,,-11.203285,643.0392696857452,2.4898294e+26,-1.8690299,0.14999999
-1.0,3.1578932,34.77007,-12.188534,3.4600394,710,1.5,,-1.2941854,-3.4600394,2.866797e+25,710,4876.4365,,999,-2.3568509,9.2459086e-17,81,709290,-10.0,-28.231085,2.941379e-09,inf,999.0,6.8682203,,-10.354315,644.2212884426117,2.493327e+26,-1.8682203,0.14999999
-1.0,464.32776,34.77007,-12.189941,3.4600394,711,1.5,,-1.8061303,-3.4600394,2.8666877e+25,711,4883.2427,,999,-6.5873804,9.2589324e-17,81,710289,-10.0,-28.201008,2.9331109e-09,inf,999.0,6.868133,,-11.1113,645.4026477336884,2.4968201e+26,-1.868133,0.14999999
-1.0,0.16474988,34.77007,-12.191346,3.4600394,712,1.5,,-2.7582471,-3.4600394,2.866575e+25,712,4891.001,,999,-0.0702329,9.271939e-17,81,711288,-10.0,-28.161863,2.9248777e-09,inf,999.0,6.869383,,-11.629386,646.5175142288208,2.5003182e+26,-1.8693831,0.14999999
-1.0,1517.3401,34.77007,-12.19275,3.4600394,713,1.5,,-1.7640634,-3.4600394,2.8664665e+25,713,4897.7646,,999,-7.7910404,9.284964e-17,81,712287,-10.0,-28.133661,2.9166787e-09,inf,999.0,6.8692355,,-10.57446,647.6304981708527,2.5038208e+26,-1.8692355,0.14999999
-1.0,0.29086557,34.77007,-12.194152,3.4600394,714,1.5,,-1.3004303,-3.4600394,2.866354e+25,714,4904.0654,,999,-0.0595088,9.298008e-17,81,713286,-10.0,-28.094706,2.9085145e-09,inf,999.0,6.8684387,,-9.394742,648.6929366588593,2.5073095e+26,-1.8684386,0.14999999
-1.0,1.085331e+20,34.77007,-12.195551,3.4600394,715,1.5,,-1.5149387,-3.4600394,2.8662466e+25,715,4910.58,,999,-47.297024,9.3109984e-17,81,714285,-10.0,-28.121923,2.9003844e-09,inf,999.0,6.8679442,,-10.762991,649.8322160243988,2.5108127e+26,-1.8679444,0.14999999
-1.0,1.2047465,34.77007,-12.196949,3.4600394,716,1.5,,-2.2222772,-3.4600394,2.866143e+25,716,4917.8027,,999,-0.776492,9.324043e-17,81,715284,-10.0,-28.084091,2.8922884e-09,inf,999.0,6.868439,,-10.461316,650.9371838569641,2.5143111e+26,-1.8684392,0.14999999
-1.0,69.601685,34.77007,-12.198344,3.4600394,717,1.5,,-1.8881837,-3.4600394,2.8660273e+25,717,4924.6904,,999,-4.656112,9.33707e-17,81,716283,-10.0,-28.051785,2.8842266e-09,inf,999.0,6.868467,,-9.5948515,652.0959939956665,2.5178048e+26,-1.8684667,0.14999999
-1.0,1.5091511e+20,34.77007,-12.1997385,3.4600394,718,1.5,,-2.1447263,-3.4600394,2.865925e+25,718,4931.8354,,999,-47.457592,9.35008e-17,81,717282,-10.0,-28.079172,2.876198e-09,inf,999.0,6.8688517,,-10.893301,653.2435624599457,2.5213032e+26,-1.8688515,0.14999999
-1.0,0.110459015,34.77007,-12.20113,3.4600394,719,1.5,,-1.7395326,-3.4600394,2.865818e+25,719,4938.575,,999,1.8204696,9.3631075e-17,81,718281,-10.0,-28.037937,2.8682028e-09,inf,999.0,6.8686714,,-9.911265,654.4093136787415,2.524797e+26,-1.8686717,0.14999999
-1.0,247204070000000.0,34.77007,-12.202519,3.4600394,720,1.5,,-2.4631653,-3.4600394,2.8657081e+25,720,4946.038,,999,-34.569668,9.3761174e-17,81,719280,-10.0,-28.047375,2.8602412e-09,inf,999.0,6.8694973,,-12.580606,655.5773503780365,2.5282956e+26,-1.8694973,0.14999999
