IWFirstEpisode,TimestepsSoFar,MinEpLen,NumTrajectories,MountainCar_mu0_higher,MountainCar_std1_higher,Regret,IWLastEpisode,IWMin,ReturnMean,ActionIn1,ReturnLastEpisode,IWMax,ReturnAbsMax,IWMean,Bound,NumTrainableParams,DenMISEMeanLog,MountainCar_std0_higher,DenMISELogFirst,AvgEpLen,MountainCar_mu1_higher,Iteration,GridSize,Regret/t,DenMISELogLast,ReturnMax,Delta,TimeElapsed,ReturnStepMax,ReturnMin
1.0883038e-17,212787,999,213,-1.0,1.5,1467.3552,204749650.0,,-1.8889917,-9.624024,-2.5404286,7.1584228e+25,3.0855436,8.7924163e+24,inf,,-28.104206,0.14999999,-3.710822,999.0,-10.0,213,400,6.888992,-20.66645,,6.699807e-08,280.8052122592926,30.973837,-3.0855436
1.093414e-17,213786,999,214,-1.0,1.5,1474.1028,8235764600000000.0,,-1.8883308,-10.626915,-1.7475696,7.19198e+25,3.0855436,8.7923333e+24,inf,,-28.149113,0.14999999,-3.7155058,999.0,-10.0,214,400,6.888331,-37.432823,,6.637338e-08,282.2051374912262,30.973837,-3.0855436
1.0985228e-17,214785,999,215,-1.0,1.5,1481.181,7.0944457,,-1.889214,-10.017353,-2.0782442,7.2255564e+25,3.0855436,8.792245e+24,inf,,-28.030882,0.14999999,-3.7201679,999.0,-10.0,215,400,6.889214,-2.4477386,,6.575739e-08,283.60934376716614,30.973837,-3.0855436
1.1036303e-17,215784,999,216,-1.0,1.5,1488.4058,20736698000.0,,-1.8907675,-9.657037,-2.224751,7.259151e+25,3.0855436,8.792177e+24,inf,,-28.01635,0.14999999,-3.7248082,999.0,-10.0,216,400,6.8907676,-24.612259,,6.514993e-08,284.96350598335266,30.973837,-3.0855436
1.1087405e-17,216783,999,217,-1.0,1.5,1495.5464,1.4488955e+18,,-1.8919191,-11.796181,-2.1406715,7.2927077e+25,3.0855436,8.792094e+24,inf,,-28.085428,0.14999999,-3.7294273,999.0,-10.0,217,400,6.891919,-42.727917,,6.455086e-08,286.3586802482605,30.973837,-3.0855436
1.1138488e-17,217782,999,218,-1.0,1.5,1502.6921,7253.1606,,-1.8930835,-11.839188,-2.1457448,7.3262794e+25,3.0855436,8.792003e+24,inf,,-28.001455,0.14999999,-3.734025,999.0,-10.0,218,400,6.8930836,-9.501812,,6.3960016e-08,287.7902054786682,30.973837,-3.0855436
1.1189593e-17,218781,999,219,-1.0,1.5,1509.8062,31874.426,,-1.8940923,-12.403458,-2.114038,7.3598653e+25,3.0855436,8.7919263e+24,inf,,-27.925026,0.14999999,-3.7386017,999.0,-10.0,219,400,6.8940926,-10.98729,,6.3377236e-08,289.16908264160156,30.973837,-3.0855436
1.1240675e-17,219780,999,220,-1.0,1.5,1516.4048,2.046697e+20,,-1.8927491,-10.971288,-1.598567,7.3934357e+25,3.0855436,8.791837e+24,inf,,-28.016565,0.14999999,-3.7431574,999.0,-10.0,220,400,6.892749,-47.789574,,6.2802386e-08,290.5574071407318,30.973837,-3.0855436
1.1291775e-17,220779,999,221,-1.0,1.5,1524.2345,0.9307643,,-1.8969885,-9.178347,-2.829692,7.427018e+25,3.0855436,8.791756e+24,inf,,-27.900797,0.14999999,-3.7476926,999.0,-10.0,221,400,6.8969884,-2.1581287,,6.223532e-08,291.97541904449463,30.973837,-3.0855436
1.134289e-17,221778,999,222,-1.0,1.5,1530.5034,8.91566e+23,,-1.8941598,-9.945956,-1.2690055,7.460582e+25,3.0855436,8.795676e+24,inf,,-28.03315,0.14999999,-3.7522073,999.0,-10.0,222,400,6.89416,-57.01135,,6.167591e-08,293.40067887306213,30.973837,-3.0855436
1.1393977e-17,222777,999,223,-1.0,1.5,1537.2839,1127982600.0,,-1.8936497,-9.741596,-1.7804,7.4941544e+25,3.0855436,8.79557e+24,inf,,-28.004805,0.14999999,-3.7567017,999.0,-10.0,223,400,6.8936496,-21.441626,,6.1124e-08,294.7807459831238,30.973837,-3.0855436
1.1445075e-17,223776,999,224,-1.0,1.5,1543.7659,161877590000.0,,-1.891812,-10.484475,-1.4819764,7.5277344e+25,3.0855436,8.795473e+24,inf,,-28.000654,0.14999999,-3.7611759,999.0,-10.0,224,400,6.891812,-26.804758,,6.057946e-08,296.13907527923584,30.973837,-3.0855436
1.149614e-17,224775,999,225,-1.0,1.5,1550.6044,27.105503,,-1.8915749,-9.709714,-1.838478,7.561292e+25,3.0855436,8.795381e+24,inf,,-27.893867,0.14999999,-3.7656302,999.0,-10.0,225,400,6.891575,-3.705239,,6.004219e-08,297.53284335136414,30.973837,-3.0855436
1.1547255e-17,225774,999,226,-1.0,1.5,1557.8179,3.5856524e+17,,-1.8929993,-12.684855,-2.2134953,7.594883e+25,3.0855436,8.7952934e+24,inf,,-27.95497,0.14999999,-3.7700648,999.0,-10.0,226,400,6.892999,-41.435238,,5.9512015e-08,298.94140100479126,30.973837,-3.0855436
1.1598333e-17,226773,999,227,-1.0,1.5,1564.1965,3.7937691e+25,,-1.8907336,-12.853605,-1.3786951,7.6284486e+25,3.0855436,8.962313e+24,inf,,-28.100338,0.14999999,-3.7744799,999.0,-10.0,227,400,6.8907337,-60.686993,,5.8988835e-08,300.2946786880493,30.973837,-3.0855436
1.1649458e-17,227772,999,228,-1.0,1.5,1570.9362,7.0935363e+25,,-1.8900709,-11.074566,-1.7396363,7.6620166e+25,3.0855436,9.2733275e+24,inf,,-28.244461,0.14999999,-3.7788756,999.0,-10.0,228,400,6.890071,-60.691387,,5.847252e-08,301.7359821796417,30.973837,-3.0855436
1.1700542e-17,228771,999,229,-1.0,1.5,1578.5354,0.16332674,,-1.893168,-10.441468,-2.5993097,7.6955855e+25,3.0855436,9.273224e+24,inf,,-28.120768,0.14999999,-3.783252,999.0,-10.0,229,400,6.893168,0.35352066,,5.7962957e-08,303.16587805747986,30.973837,-3.0855436
1.1751625e-17,229770,999,230,-1.0,1.5,1586.1008,39936.312,,-1.8960904,-10.621353,-2.565342,7.7291544e+25,3.0855436,9.273148e+24,inf,,-28.051966,0.14999999,-3.787609,999.0,-10.0,230,400,6.8960905,-12.023814,,5.7460028e-08,304.5418429374695,30.973837,-3.0855436
1.1802706e-17,230769,999,231,-1.0,1.5,1593.27,10.166349,,-1.897273,-11.395389,-2.1692455,7.762721e+25,3.0855436,9.2730416e+24,inf,,-27.944046,0.14999999,-3.7919476,999.0,-10.0,231,400,6.897273,-2.8523166,,5.6963614e-08,305.961660861969,30.973837,-3.0855436
1.1853829e-17,231768,999,232,-1.0,1.5,1599.7646,47.92389,,-1.8955373,-8.457623,-1.4945782,7.796285e+25,3.0855436,9.272936e+24,inf,,-27.844917,0.14999999,-3.7962673,999.0,-10.0,232,400,6.8955374,-4.6777544,,5.6473613e-08,307.3751096725464,30.973837,-3.0855436
1.19049e-17,232767,999,233,-1.0,1.5,1606.9363,3.0582562e+25,,-1.8967224,-12.981586,-2.1717176,7.829875e+25,3.0855436,9.404109e+24,inf,,-27.987133,0.14999999,-3.8005683,999.0,-10.0,233,400,6.8967223,-60.71308,,5.59899e-08,308.7697196006775,30.973837,-3.0855436
1.1956009e-17,233766,999,234,-1.0,1.5,1614.3345,4.645635e+25,,-1.8988652,-14.478271,-2.3981037,7.863429e+25,3.0855436,9.602526e+24,inf,,-28.128164,0.14999999,-3.804851,999.0,-10.0,234,400,6.898865,-60.717358,,5.5512377e-08,310.2098934650421,30.973837,-3.0855436
1.2007108e-17,234765,999,235,-1.0,1.5,1621.6414,8.8483745e+24,,-1.9006013,-13.24046,-2.3068612,7.897007e+25,3.0855436,9.640087e+24,inf,,-28.268026,0.14999999,-3.8091154,999.0,-10.0,235,400,6.9006014,-60.721626,,5.5040932e-08,311.65320777893066,30.973837,-3.0855436
1.2058196e-17,235764,999,236,-1.0,1.5,1628.5223,5.5154188e+25,,-1.9005185,-11.5208,-1.8810613,7.930577e+25,3.0855436,9.873719e+24,inf,,-28.406738,0.14999999,-3.8133616,999.0,-10.0,236,400,6.9005184,-60.725876,,5.4575473e-08,313.1200325489044,30.973837,-3.0855436
1.210927e-17,236763,999,237,-1.0,1.5,1635.1438,290.84653,,-1.8993406,-9.716606,-1.6213889,7.964137e+25,3.0855436,9.873612e+24,inf,,-28.314411,0.14999999,-3.81759,999.0,-10.0,237,400,6.8993406,-6.2458205,,5.4115883e-08,314.59356117248535,30.973837,-3.0855436
1.2160375e-17,237762,999,238,-1.0,1.5,1641.9929,359187580000000.0,,-1.8991297,-8.68039,-1.8491243,7.997718e+25,3.0855436,9.873528e+24,inf,,-28.340416,0.14999999,-3.8218005,999.0,-10.0,238,400,6.89913,-34.22409,,5.3662085e-08,316.0575096607208,30.973837,-3.0855436
1.2211462e-17,238761,999,239,-1.0,1.5,1649.1853,3.8750785e+25,,-1.9003571,-9.743924,-2.1924663,8.031257e+25,3.0855436,1.0035563e+25,inf,,-28.477139,0.14999999,-3.8259935,999.0,-10.0,239,400,6.9003572,-60.738506,,5.3213974e-08,317.4982178211212,30.973837,-3.0855436
1.2262577e-17,239760,999,240,-1.0,1.5,1655.1819,42509452.0,,-1.8965913,-11.979096,-0.9965542,8.064843e+25,3.0855436,1.0035455e+25,inf,,-28.443783,0.14999999,-3.8301687,999.0,-10.0,240,400,6.896591,-20.191116,,5.2771455e-08,318.86902499198914,30.973837,-3.0855436
1.2313671e-17,240759,999,241,-1.0,1.5,1662.3967,2224427.8,,-1.8979118,-11.965107,-2.2148015,8.098416e+25,3.0855436,1.0035362e+25,inf,,-28.39067,0.14999999,-3.8343267,999.0,-10.0,241,400,6.897912,-15.364584,,5.233442e-08,320.39910101890564,30.973837,-3.0855436
1.2364743e-17,241758,999,242,-1.0,1.5,1670.0469,12941.26,,-1.9010202,-11.327801,-2.6501553,8.131973e+25,3.0855436,1.0035284e+25,inf,,-28.32057,0.14999999,-3.8384676,999.0,-10.0,242,400,6.90102,-11.1477165,,5.19028e-08,321.94042468070984,30.973837,-3.0855436
1.2415836e-17,242757,999,243,-1.0,1.5,1676.7727,2.0707965,,-1.9002994,-8.441872,-1.7259015,8.165545e+25,3.0855436,1.0035194e+25,inf,,-28.209887,0.14999999,-3.8425913,999.0,-10.0,243,400,6.9002995,-1.1459951,,5.1476494e-08,323.33711886405945,30.973837,-3.0855436
1.2466951e-17,243756,999,244,-1.0,1.5,1684.6982,3.1725572e+24,,-1.9045011,-10.370797,-2.925508,8.199099e+25,3.0855436,1.0048086e+25,inf,,-28.344418,0.14999999,-3.846698,999.0,-10.0,244,400,6.904501,-60.75921,,5.105542e-08,324.7916486263275,30.973837,-3.0855436
1.2518037e-17,244755,999,245,-1.0,1.5,1691.2911,43.1278,,-1.9032291,-10.666493,-1.5928595,8.232665e+25,3.0855436,1.0048018e+25,inf,,-28.247879,0.14999999,-3.850788,999.0,-10.0,245,400,6.903229,-4.4131413,,5.063949e-08,326.21521973609924,30.973837,-3.0855436
1.2569141e-17,245754,999,246,-1.0,1.5,1698.4426,3.9618137,,-1.9042386,-10.559067,-2.1515393,8.266242e+25,3.0855436,1.0047903e+25,inf,,-28.141848,0.14999999,-3.8548615,999.0,-10.0,246,400,6.9042387,-1.8857722,,5.0228625e-08,327.60812735557556,30.973837,-3.0855436
1.2620212e-17,246753,999,247,-1.0,1.5,1705.7599,161.79242,,-1.9059105,-14.268731,-2.317188,8.299799e+25,3.0855436,1.0047829e+25,inf,,-28.053053,0.14999999,-3.8589182,999.0,-10.0,247,400,6.9059105,-5.9330373,,4.982274e-08,329.0697102546692,30.973837,-3.0855436
1.26712986e-17,247752,999,248,-1.0,1.5,1713.2786,8.476838e+24,,-1.9083813,-10.862064,-2.5186799,8.333365e+25,3.0855436,1.0081912e+25,inf,,-28.186111,0.14999999,-3.8629587,999.0,-10.0,248,400,6.9083815,-60.77547,,4.942175e-08,330.5544922351837,30.973837,-3.0855436
1.2722397e-17,248751,999,249,-1.0,1.5,1720.189,0.16788629,,-1.9083897,-9.882463,-1.9104726,8.366938e+25,3.0855436,1.0081827e+25,inf,,-28.068296,0.14999999,-3.8669827,999.0,-10.0,249,400,6.9083896,1.4281,,4.9025587e-08,332.0512640476227,30.973837,-3.0855436
1.2773507e-17,249750,999,250,-1.0,1.5,1727.562,280691200000000.0,,-1.9102478,-11.505377,-2.3729312,8.400486e+25,3.0855436,1.0081746e+25,inf,,-28.095139,0.14999999,-3.8709908,999.0,-10.0,250,400,6.910248,-34.500427,,4.8634167e-08,333.528293132782,30.973837,-3.0855436
1.2824626e-17,250749,999,251,-1.0,1.5,1733.8962,2730.164,,-1.9079534,-10.065493,-1.3343393,8.4340405e+25,3.0855436,1.0081641e+25,inf,,-28.020357,0.14999999,-3.8749828,999.0,-10.0,251,400,6.9079533,-9.0489645,,4.8247415e-08,334.9234347343445,30.973837,-3.0855436
1.2875704e-17,251748,999,252,-1.0,1.5,1740.9199,167050290.0,,-1.9084126,-12.671796,-2.0236762,8.467631e+25,3.0855436,1.0081542e+25,inf,,-27.98782,0.14999999,-3.878959,999.0,-10.0,252,400,6.9084125,-19.545467,,4.7865257e-08,336.4169657230377,30.973837,-3.0855436
1.2926788e-17,252747,999,253,-1.0,1.5,1747.9154,3.8766882e+24,,-1.9087566,-15.368198,-1.9954517,8.501194e+25,3.0855436,1.0096801e+25,inf,,-28.105894,0.14999999,-3.8829193,999.0,-10.0,253,400,6.9087567,-57.585632,,4.7487628e-08,337.8546769618988,30.973837,-3.0855436
1.2977877e-17,253746,999,254,-1.0,1.5,1755.2483,2.037983e+24,,-1.9104263,-12.703602,-2.3328276,8.53476e+25,3.0855436,1.0104674e+25,inf,,-28.235685,0.14999999,-3.8868642,999.0,-10.0,254,400,6.910426,-60.799377,,4.7114447e-08,339.2724177837372,30.973837,-3.0855436
1.302897e-17,254745,999,255,-1.0,1.5,1762.1189,8.642286e+25,,-1.91027,-9.307982,-1.8705926,8.642286e+25,3.0855436,1.044344e+25,inf,,-28.364166,0.14999999,-3.8907933,999.0,-10.0,255,400,6.9102697,-60.721725,,4.6745644e-08,340.6632630825043,30.973837,-3.0855436
1.3080063e-17,255744,999,256,-1.0,1.5,1768.6011,2.2983932e+22,,-1.908598,-9.226401,-1.4822133,8.673497e+25,3.0855436,1.044328e+25,inf,,-28.460493,0.14999999,-3.8947074,999.0,-10.0,256,400,6.908598,-52.744965,,4.6381153e-08,342.17861342430115,30.973837,-3.0855436
1.3131156e-17,256743,999,257,-1.0,1.5,1775.9163,5.364152e+25,,-1.9101797,-9.952733,-2.315146,8.70472e+25,3.0855436,1.0651753e+25,inf,,-28.58745,0.14999999,-3.898606,999.0,-10.0,257,400,6.9101796,-60.81112,,4.6020915e-08,343.6671197414398,30.973837,-3.0855436
1.3182249e-17,257742,999,258,-1.0,1.5,1782.6892,742007230.0,,-1.9096478,-9.285158,-1.7729491,8.735889e+25,3.0855436,1.0651504e+25,inf,,-28.559214,0.14999999,-3.9024894,999.0,-10.0,258,400,6.909648,-21.021917,,4.566485e-08,345.1980803012848,30.973837,-3.0855436
1.3233338e-17,258741,999,259,-1.0,1.5,1789.9908,5.829066e+25,,-1.9111617,-11.873234,-2.3017106,8.767037e+25,3.0855436,1.0876313e+25,inf,,-28.684849,0.14999999,-3.906358,999.0,-10.0,259,400,6.9111614,-60.81887,,4.531291e-08,346.5754551887512,30.973837,-3.0855436
1.3284422e-17,259740,999,260,-1.0,1.5,1797.4192,6209.8823,,-1.9131505,-10.068616,-2.428233,8.798195e+25,3.0855436,1.087606e+25,inf,,-28.61329,0.14999999,-3.9102116,999.0,-10.0,260,400,6.913151,-9.797144,,4.4965024e-08,348.0137403011322,30.973837,-3.0855436
1.3335551e-17,260739,999,261,-1.0,1.5,1804.1523,3271019.5,,-1.9124613,-10.5074,-1.7333046,8.829295e+25,3.0855436,1.0875805e+25,inf,,-28.564375,0.14999999,-3.9140503,999.0,-10.0,261,400,6.9124613,-15.565837,,4.4621125e-08,349.3988084793091,30.973837,-3.0855436
1.3386622e-17,261738,999,262,-1.0,1.5,1810.7241,3.215051,,-1.911161,-10.309313,-1.5717831,8.860404e+25,3.0855436,1.0875575e+25,inf,,-28.46311,0.14999999,-3.9178743,999.0,-10.0,262,400,6.911161,-1.7523733,,4.428116e-08,350.8508470058441,30.973837,-3.0855436
1.34377335e-17,262737,999,263,-1.0,1.5,1817.5527,1847.9003,,-1.9108467,-8.566405,-1.8284959,8.891486e+25,3.0855436,1.0875338e+25,inf,,-28.386284,0.14999999,-3.921684,999.0,-10.0,263,400,6.9108467,-7.9785385,,4.3945054e-08,352.26888823509216,30.973837,-3.0855436
1.3488835e-17,263736,999,264,-1.0,1.5,1824.8064,3.263492e+25,,-1.9121456,-12.964544,-2.2537699,8.922542e+25,3.0855436,1.0998687e+25,inf,,-28.510262,0.14999999,-3.925479,999.0,-10.0,264,400,6.9121456,-60.83799,,4.361277e-08,353.6240177154541,30.973837,-3.0855436
1.3539924e-17,264735,999,265,-1.0,1.5,1831.9268,7.282033e+25,,-1.9129314,-11.188299,-2.1203566,8.953603e+25,3.0855436,1.1273233e+25,inf,,-28.633326,0.14999999,-3.9292598,999.0,-10.0,265,400,6.9129314,-60.84177,,4.3284235e-08,355.0270781517029,30.973837,-3.0855436
1.3591e-17,265734,999,266,-1.0,1.5,1838.5228,0.54085886,,-1.91174,-14.719316,-1.5960313,8.984635e+25,3.0855436,1.1273012e+25,inf,,-28.526451,0.14999999,-3.933026,999.0,-10.0,266,400,6.91174,0.07775608,,4.29594e-08,356.3909933567047,30.973837,-3.0855436
1.3642112e-17,266733,999,267,-1.0,1.5,1846.1895,3.3197928e+24,,-1.9145675,-8.983467,-2.6666539,9.015638e+25,3.0855436,1.1285208e+25,inf,,-28.648573,0.14999999,-3.9367785,999.0,-10.0,267,400,6.9145675,-60.849293,,4.2638213e-08,357.7883508205414,30.973837,-3.0855436
1.3693207e-17,267732,999,268,-1.0,1.5,1852.6637,5.673525e+25,,-1.9129243,-11.909992,-1.4741864,9.04661e+25,3.0855436,1.1496643e+25,inf,,-28.7698,0.14999999,-3.940517,999.0,-10.0,268,400,6.9129243,-60.853027,,4.232061e-08,359.2650878429413,30.973837,-3.0855436
1.3744284e-17,268731,999,269,-1.0,1.5,1859.708,1785483.5,,-1.9134125,-8.455853,-2.0442648,9.077584e+25,3.0855436,1.1496424e+25,inf,,-28.719473,0.14999999,-3.9442413,999.0,-10.0,269,400,6.9134126,-14.943656,,4.200654e-08,360.7117621898651,30.973837,-3.0855436
1.3795393e-17,269730,999,270,-1.0,1.5,1865.9685,2.0379686e+25,,-1.9109943,-11.74482,-1.2604889,9.108524e+25,3.0855436,1.1571669e+25,inf,,-28.839577,0.14999999,-3.9479518,999.0,-10.0,270,400,6.9109945,-60.860466,,4.169596e-08,362.1010088920593,30.973837,-3.0855436
1.38464815e-17,270729,999,271,-1.0,1.5,1872.3256,13577071.0,,-1.9089504,-11.519383,-1.3571383,9.139466e+25,3.0855436,1.1571432e+25,inf,,-28.79939,0.14999999,-3.9516487,999.0,-10.0,271,400,6.9089503,-17.660921,,4.1388805e-08,363.53439474105835,30.973837,-3.0855436
1.38976e-17,271728,999,272,-1.0,1.5,1878.9508,247.65645,,-1.9079074,-11.705158,-1.6252618,9.170374e+25,3.0855436,1.1571176e+25,inf,,-28.716879,0.14999999,-3.955332,999.0,-10.0,272,400,6.9079075,-6.067116,,4.1085034e-08,365.00615763664246,30.973837,-3.0855436
1.3948694e-17,272727,999,273,-1.0,1.5,1886.163,252.73596,,-1.9090219,-13.732275,-2.2120926,9.201244e+25,3.0855436,1.1570938e+25,inf,,-28.63552,0.14999999,-3.9590018,999.0,-10.0,273,400,6.909022,-6.2194185,,4.07846e-08,366.5078363418579,30.973837,-3.0855436
1.3999762e-17,273726,999,274,-1.0,1.5,1892.7904,2.8061139e+25,,-1.9079942,-9.874138,-1.6274873,9.232114e+25,3.0855436,1.1673132e+25,inf,,-28.754229,0.14999999,-3.962658,999.0,-10.0,274,400,6.9079943,-60.87517,,4.0487446e-08,368.0445439815521,30.973837,-3.0855436
1.4050857e-17,274725,999,275,-1.0,1.5,1899.9417,11054970000000.0,,-1.9088787,-11.2460375,-2.1512244,9.262981e+25,3.0855436,1.1672896e+25,inf,,-28.762981,0.14999999,-3.966301,999.0,-10.0,275,400,6.908879,-30.872757,,4.0193527e-08,369.539265871048,30.973837,-3.0855436
1.4101977e-17,275724,999,276,-1.0,1.5,1907.6196,0.10036382,,-1.9116651,-12.804664,-2.6779196,9.293809e+25,3.0855436,1.1672642e+25,inf,,-28.657623,0.14999999,-3.9699306,999.0,-10.0,276,400,6.911665,0.6042996,,3.9902798e-08,371.07206988334656,30.973837,-3.0855436
1.4153067e-17,276723,999,277,-1.0,1.5,1914.8737,6.407156e+25,,-1.9129013,-13.070664,-2.2541254,9.324634e+25,3.0855436,1.190371e+25,inf,,-28.77421,0.14999999,-3.9735475,999.0,-10.0,277,400,6.9129014,-60.66642,,3.961521e-08,372.5752806663513,30.973837,-3.0855436
1.4204125e-17,277722,999,278,-1.0,1.5,1921.2241,3.357582e+25,,-1.9108782,-11.370505,-1.3504229,9.3554175e+25,3.0855436,1.2024099e+25,inf,,-28.89077,0.14999999,-3.977151,999.0,-10.0,278,400,6.910878,-60.889664,,3.9330722e-08,373.9597978591919,30.973837,-3.0855436
1.4255258e-17,278721,999,279,-1.0,1.5,1927.933,6.596488,,-1.9101541,-13.986166,-1.708815,9.386195e+25,3.0855436,1.202369e+25,inf,,-28.796762,0.14999999,-3.9807417,999.0,-10.0,279,400,6.9101543,-2.3708808,,3.9049283e-08,375.5193281173706,30.973837,-3.0855436
1.4306304e-17,279720,999,280,-1.0,1.5,1935.3486,1.9253556e+25,,-1.9119594,-11.996579,-2.4156735,9.416967e+25,3.0855436,1.2092059e+25,inf,,-28.912441,0.14999999,-3.9843194,999.0,-10.0,280,400,6.9119596,-60.89683,,3.877086e-08,376.91818404197693,30.973837,-3.0855436
1.4357422e-17,280719,999,281,-1.0,1.5,1941.2365,1.555878e+16,,-1.9083148,-10.398638,-0.88781923,9.447695e+25,3.0855436,1.2091676e+25,inf,,-28.955324,0.14999999,-3.9878845,999.0,-10.0,281,400,6.9083147,-40.670822,,3.8495408e-08,378.3644049167633,30.973837,-3.0855436
1.4408502e-17,281718,999,282,-1.0,1.5,1948.3794,3081.2,,-1.909147,-11.454154,-2.1430252,9.478415e+25,3.0855436,1.2091271e+25,inf,,-28.88432,0.14999999,-3.991437,999.0,-10.0,282,400,6.9091473,-8.640243,,3.822287e-08,379.8622510433197,30.973837,-3.0855436
1.4459599e-17,282717,999,283,-1.0,1.5,1954.6649,2063.3984,,-1.9069432,-11.651999,-1.2854972,9.509126e+25,3.0855436,1.209088e+25,inf,,-28.815548,0.14999999,-3.9949768,999.0,-10.0,283,400,6.9069433,-9.1320305,,3.795322e-08,381.3430676460266,30.973837,-3.0855436
1.4510712e-17,283716,999,284,-1.0,1.5,1961.6523,389.04446,,-1.9072266,-10.251211,-1.9873455,9.541501e+25,3.0855436,1.2090493e+25,inf,,-28.73774,0.14999999,-3.9985042,999.0,-10.0,284,400,6.9072266,-6.4274454,,3.7686412e-08,382.80335426330566,30.973837,-3.0855436
1.4561782e-17,284715,999,285,-1.0,1.5,1968.6188,57222.332,,-1.9074343,-9.263533,-1.9664834,9.575046e+25,3.0855436,1.2090088e+25,inf,,-28.678097,0.14999999,-4.002019,999.0,-10.0,285,400,6.9074345,-11.451462,,3.742241e-08,384.58061242103577,30.973837,-3.0855436
1.4612921e-17,285714,999,286,-1.0,1.5,1975.7183,8.90014e+25,,-1.9081056,-12.815022,-2.0994077,9.608599e+25,3.0855436,1.2400883e+25,inf,,-28.791828,0.14999999,-4.005522,999.0,-10.0,286,400,6.908106,-60.917957,,3.7161172e-08,385.9736416339874,30.973837,-3.0855436
1.466396e-17,286713,999,287,-1.0,1.5,1982.2867,7.4260264e+25,,-1.9069225,-10.97653,-1.5685573,9.642159e+25,3.0855436,1.265924e+25,inf,,-28.904787,0.14999999,-4.009012,999.0,-10.0,287,400,6.9069223,-60.921524,,3.690266e-08,387.3496243953705,30.973837,-3.0855436
1.4715065e-17,287712,999,288,-1.0,1.5,1989.4478,0.13486807,,-1.9078045,-9.798563,-2.1609612,9.675689e+25,3.0855436,1.2658854e+25,inf,,-28.800354,0.14999999,-4.0124903,999.0,-10.0,288,400,6.9078045,1.4642967,,3.664684e-08,388.73394560813904,30.973837,-3.0855436
1.4766178e-17,288711,999,289,-1.0,1.5,1996.6473,1385373400000000.0,,-1.9088143,-9.376291,-2.1996698,9.709261e+25,3.0855436,1.2658473e+25,inf,,-28.825588,0.14999999,-4.0159564,999.0,-10.0,289,400,6.9088144,-35.80101,,3.639367e-08,390.1515100002289,30.973837,-3.0855436
1.4817243e-17,289710,999,290,-1.0,1.5,2003.3201,7.9953834e+21,,-1.9080002,-11.135198,-1.6727153,9.742801e+25,3.0855436,1.2658098e+25,inf,,-28.904562,0.14999999,-4.0194106,999.0,-10.0,290,400,6.908,-51.43872,,3.614311e-08,391.5990707874298,30.973837,-3.0855436
1.4868373e-17,290709,999,291,-1.0,1.5,2009.928,0.32811612,,-1.906969,-13.325603,-1.6078371,9.7763455e+25,3.0855436,1.2657692e+25,inf,,-28.804346,0.14999999,-4.0228534,999.0,-10.0,291,400,6.906969,0.5476955,,3.589513e-08,392.9621777534485,30.973837,-3.0855436
1.491945e-17,291708,999,292,-1.0,1.5,2016.343,3.2672536e+25,,-1.905284,-11.955998,-1.4149916,9.809893e+25,3.0855436,1.2769225e+25,inf,,-28.91538,0.14999999,-4.0262837,999.0,-10.0,292,400,6.905284,-60.938797,,3.5649695e-08,394.28060507774353,30.973837,-3.0855436
1.4970531e-17,292707,999,293,-1.0,1.5,2023.1938,61806310.0,,-1.9050984,-10.416649,-1.850916,9.84348e+25,3.0855436,1.2768832e+25,inf,,-28.880793,0.14999999,-4.0297027,999.0,-10.0,293,400,6.9050984,-18.490389,,3.5406764e-08,395.58031487464905,30.973837,-3.0855436
1.5021673e-17,293706,999,294,-1.0,1.5,2030.7944,107326.875,,-1.907464,-9.087343,-2.6006207,9.8770315e+25,3.0855436,1.2768436e+25,inf,,-28.827969,0.14999999,-4.0331097,999.0,-10.0,294,400,6.907464,-13.059695,,3.5166313e-08,396.8979058265686,30.973837,-3.0855436
1.507276e-17,294705,999,295,-1.0,1.5,2038.294,3.5018702e+25,,-1.909471,-11.137431,-2.499516,9.910546e+25,3.0855436,1.2886754e+25,inf,,-28.937832,0.14999999,-4.036505,999.0,-10.0,295,400,6.909471,-60.949017,,3.4928306e-08,398.21549940109253,30.973837,-3.0855436
1.5123846e-17,295704,999,296,-1.0,1.5,2046.0138,0.13469622,,-1.9122088,-10.795369,-2.7198014,9.944099e+25,3.0855436,1.2886365e+25,inf,,-28.840265,0.14999999,-4.0398893,999.0,-10.0,296,400,6.9122086,0.23171836,,3.46927e-08,399.51650404930115,30.973837,-3.0855436
1.5174933e-17,296703,999,297,-1.0,1.5,2052.8174,0.21161923,,-1.9118431,-9.154535,-1.8035954,9.97765e+25,3.0855436,1.2886004e+25,inf,,-28.740135,0.14999999,-4.043262,999.0,-10.0,297,400,6.9118433,1.1899079,,3.445947e-08,400.81688594818115,30.973837,-3.0855436
1.5226018e-17,297702,999,298,-1.0,1.5,2059.1497,1.9677087e+25,,-1.9098984,-12.251968,-1.3323699,1.0011201e+26,3.0855436,1.2951655e+25,inf,,-28.845762,0.14999999,-4.046623,999.0,-10.0,298,400,6.9098983,-59.928204,,3.4228588e-08,402.1533806324005,30.973837,-3.0855436
