GridSize,ReturnMean,NumTrainableParams,ReturnMin,MountainCar_std1_higher,IWMax,IWLastEpisode,Delta,MountainCar_mu0_higher,DenMISELogFirst,DenMISEMeanLog,Regret,AvgEpLen,IWMin,IWFirstEpisode,NumTrajectories,MountainCar_mu1_higher,ReturnAbsMax,TimestepsSoFar,Iteration,DenMISELogLast,ReturnLastEpisode,Regret/t,MinEpLen,ActionIn1,IWMean,MountainCar_std0_higher,ReturnMax,TimeElapsed,Bound,ReturnStepMax
576,-1.9269435,,-3.5274532,1.5,1.8701317e+26,2.3237468e+21,7.4733725e-10,-1.0,-9.082148,-27.14495,3678.207,999.0,,8.9951776e-17,531,-10.0,3.5274532,530469,531,-50.09247,-1.9703972,6.926944,999,-11.774911,1.8788725e+25,0.14999999,,2242.5401396751404,inf,35.580208
576,-1.9281336,,-3.5274532,1.5,1.8736162e+26,126.60398,7.4453027e-10,-1.0,-9.084029,-27.106009,3685.767,999.0,,9.012145e-17,532,-10.0,3.5274532,531468,532,-6.1946945,-2.5601668,6.9281335,999,-9.074009,1.8787587e+25,0.14999999,,2246.7210834026337,inf,35.580208
576,-1.9280875,,-3.5274532,1.5,1.8771075e+26,1.6377169e+26,7.417393e-10,-1.0,-9.085907,-27.171047,3692.6707,999.0,,9.029075e-17,533,-10.0,3.5274532,532467,533,-61.540565,-1.9035343,6.928087,999,-12.414272,1.9093757e+25,0.14999999,,2250.809157848358,inf,35.580208
576,-1.9274546,,-3.5274532,1.5,1.8805908e+26,3.2216018e+20,7.3896383e-10,-1.0,-9.087781,-27.210924,3699.2607,999.0,,9.046002e-17,534,-10.0,3.5274532,533466,534,-48.23263,-1.5901138,6.9274545,999,-9.372525,1.9092621e+25,0.14999999,,2255.498507499695,inf,35.580208
576,-1.9278654,,-3.5274532,1.5,1.8840733e+26,1.4451754e+26,7.36204e-10,-1.0,-9.089652,-27.275248,3706.408,999.0,,9.0629614e-17,535,-10.0,3.5274532,534465,535,-61.392788,-2.1471534,6.9278655,999,-7.8742785,1.93616e+25,0.14999999,,2258.638908147812,inf,35.580208
576,-1.9276968,,-3.5274532,1.5,1.8875552e+26,4.3984827e+25,7.3345946e-10,-1.0,-9.091519,-27.33962,3713.2456,999.0,,9.079883e-17,536,-10.0,3.5274532,535464,536,-61.546177,-1.8375344,6.9276967,999,-6.893535,1.94425e+25,0.14999999,,2262.8928847312927,inf,35.580208
576,-1.9281424,,-3.5274532,1.5,1.8910433e+26,6.586524e+24,7.307303e-10,-1.0,-9.093384,-27.403765,3720.4126,999.0,,9.096836e-17,537,-10.0,3.5274532,536463,537,-61.54804,-2.1669962,6.9281425,999,-9.771648,1.9453544e+25,0.14999999,,2267.9286274909973,inf,35.580208
576,-1.9285939,,-3.5274532,1.5,1.8945236e+26,3949875000000000.0,7.280163e-10,-1.0,-9.095244,-27.421711,3727.5835,999.0,,9.113786e-17,538,-10.0,3.5274532,537462,538,-36.823025,-2.1710885,6.9285936,999,-11.598638,1.9452375e+25,0.14999999,,2272.5978977680206,inf,35.580208
576,-1.9282498,,-3.5274532,1.5,1.8980102e+26,1287.9851,7.253175e-10,-1.0,-9.097101,-27.38551,3734.3267,999.0,,9.130699e-17,539,-10.0,3.5274532,538461,539,-7.675234,-1.7430848,6.92825,999,-10.893403,1.94512e+25,0.14999999,,2275.9982166290283,inf,35.580208
576,-1.9277064,,-3.5274532,1.5,1.901496e+26,0.10207027,7.226336e-10,-1.0,-9.098954,-27.33189,3740.9614,999.0,,9.147642e-17,540,-10.0,3.5274532,539460,540,1.8022436,-1.6347754,6.9277062,999,-10.39056,1.9450026e+25,0.14999999,,2279.1386544704437,inf,35.580208
576,-1.9289839,,-3.5274532,1.5,1.9049809e+26,348677.53,7.1996453e-10,-1.0,-9.100804,-27.308268,3748.5803,999.0,,9.164582e-17,541,-10.0,3.5274532,540459,541,-14.316416,-2.6189392,6.9289837,999,-12.145264,1.9448847e+25,0.14999999,,2282.4403421878815,inf,35.580208
576,-1.9283903,,-3.5274532,1.5,1.908465e+26,48056884000000.0,7.173104e-10,-1.0,-9.102652,-27.31807,3755.1875,999.0,,9.181553e-17,542,-10.0,3.5274532,541458,542,-32.388752,-1.607075,6.9283905,999,-9.667323,1.9447664e+25,0.14999999,,2286.158651828766,inf,35.580208
576,-1.9285356,,-3.5274532,1.5,1.911948e+26,6.1371363e+16,7.1467077e-10,-1.0,-9.104495,-27.34083,3762.1948,999.0,,9.198486e-17,543,-10.0,3.5274532,542457,543,-39.438046,-2.0073614,6.9285355,999,-8.902065,1.944648e+25,0.14999999,,2289.8190507888794,inf,35.580208
576,-1.9283147,,-3.5274532,1.5,1.9154302e+26,1.4577829e+26,7.120457e-10,-1.0,-9.106335,-27.40416,3769.0032,999.0,,9.215415e-17,544,-10.0,3.5274532,543456,544,-61.560993,-1.8084068,6.9283147,999,-11.711627,1.9713311e+25,0.14999999,,2293.191026687622,inf,35.580208
576,-1.9269007,,-3.5274532,1.5,1.9189115e+26,78302216.0,7.094351e-10,-1.0,-9.108171,-27.391287,3775.161,999.0,,9.232339e-17,545,-10.0,3.5274532,544455,545,-20.153084,-1.1578019,6.926901,999,-10.892898,1.9712124e+25,0.14999999,,2297.744884252548,inf,35.580208
576,-1.9258338,,-3.5274532,1.5,1.9223916e+26,0.11092556,7.068388e-10,-1.0,-9.110004,-27.339403,3781.5054,999.0,,9.249295e-17,546,-10.0,3.5274532,545454,546,1.1699598,-1.3442771,6.9258337,999,-12.823101,1.9710973e+25,0.14999999,,2301.47309923172,inf,35.580208
576,-1.9262903,,-3.5274532,1.5,1.925878e+26,1.5758906e+26,7.042568e-10,-1.0,-9.111835,-27.402332,3788.6807,999.0,,9.2662466e-17,547,-10.0,3.5274532,546453,547,-61.525856,-2.1755219,6.9262905,999,-10.54876,1.999787e+25,0.14999999,,2304.781205892563,inf,35.580208
576,-1.9249655,,-3.5274532,1.5,1.9293636e+26,0.27668872,7.016889e-10,-1.0,-9.113661,-27.35333,3794.881,999.0,,9.283193e-17,548,-10.0,3.5274532,547452,548,-0.31299683,-1.2002696,6.9249654,999,-9.404677,1.9996695e+25,0.14999999,,2307.975487947464,inf,35.580208
576,-1.9253759,,-3.5274532,1.5,1.9328406e+26,6.5029915e+25,6.991349e-10,-1.0,-9.115484,-27.414272,3802.0312,999.0,,9.300136e-17,549,-10.0,3.5274532,548451,549,-60.57623,-2.150291,6.925376,999,-12.854729,2.011397e+25,0.14999999,,2311.219913482666,inf,35.580208
576,-1.9258552,,-3.5274532,1.5,1.936324e+26,1.5247275e+26,6.9659495e-10,-1.0,-9.117304,-27.476784,3809.2202,999.0,,9.317039e-17,550,-10.0,3.5274532,549450,550,-61.56298,-2.1889136,6.925855,999,-10.629694,2.0389869e+25,0.14999999,,2315.0152213573456,inf,35.580208
576,-1.9250728,,-3.5274532,1.5,1.9398061e+26,0.31820285,6.940688e-10,-1.0,-9.119121,-27.42672,3815.715,999.0,,9.334007e-17,551,-10.0,3.5274532,550449,551,0.34469625,-1.4947592,6.9250727,999,-12.69421,2.0388538e+25,0.14999999,,2319.9944336414337,inf,35.580208
576,-1.9245422,,-3.5274532,1.5,1.943287e+26,1.741101e+26,6.9155626e-10,-1.0,-9.120934,-27.489006,3822.3472,999.0,,9.350936e-17,552,-10.0,3.5274532,551448,552,-61.57266,-1.632215,6.9245424,999,-8.275305,2.0702675e+25,0.14999999,,2323.6151263713837,inf,35.580208
576,-1.9243813,,-3.5274532,1.5,1.9467744e+26,7.612054e+25,6.890574e-10,-1.0,-9.122744,-27.551079,3829.1829,999.0,,9.367859e-17,553,-10.0,3.5274532,552447,553,-61.5774,-1.8356214,6.9243813,999,-12.006989,2.0838985e+25,0.14999999,,2326.97242808342,inf,35.580208
576,-1.9232037,,-3.5274532,1.5,1.9502529e+26,6926341500000.0,6.865721e-10,-1.0,-9.12455,-27.557909,3835.4548,999.0,,9.384813e-17,554,-10.0,3.5274532,553446,554,-31.092953,-1.2719938,6.9232035,999,-11.34011,2.0837689e+25,0.14999999,,2330.7546198368073,inf,35.580208
576,-1.9236709,,-3.5274532,1.5,1.9537378e+26,0.36756068,6.841002e-10,-1.0,-9.126353,-27.507906,3842.6372,999.0,,9.401762e-17,555,-10.0,3.5274532,554445,555,0.43229026,-2.1824255,6.923671,999,-11.544549,2.0836342e+25,0.14999999,,2334.8809819221497,inf,35.580208
576,-1.9231659,,-3.5274532,1.5,1.957214e+26,527.1261,6.8164163e-10,-1.0,-9.128154,-27.471159,3849.2803,999.0,,9.418705e-17,556,-10.0,3.5274532,555444,556,-6.8407393,-1.6428927,6.923166,999,-12.140226,2.0835037e+25,0.14999999,,2338.928402900696,inf,35.580208
576,-1.9218338,,-3.5274532,1.5,1.9606963e+26,9.230557e+16,6.791962e-10,-1.0,-9.129951,-27.4959,3855.4614,999.0,,9.435643e-17,557,-10.0,3.5274532,556443,557,-41.013535,-1.1812335,6.921834,999,-10.760961,2.0833725e+25,0.14999999,,2342.1760346889496,inf,35.580208
576,-1.9212615,,-3.5274532,1.5,1.9641774e+26,0.16213481,6.7676403e-10,-1.0,-9.131744,-27.444752,3862.064,999.0,,9.452576e-17,558,-10.0,3.5274532,557442,558,1.2837965,-1.6024742,6.921262,999,-11.621072,2.0832457e+25,0.14999999,,2346.057787656784,inf,35.580208
576,-1.9224974,,-3.5274532,1.5,1.9676646e+26,3.1308913,6.7434486e-10,-1.0,-9.133535,-27.400816,3869.676,999.0,,9.4695385e-17,559,-10.0,3.5274532,558441,559,-2.6525378,-2.612176,6.9224973,999,-12.482783,2.083114e+25,0.14999999,,2349.4595942497253,inf,35.580208
576,-1.9218205,,-3.5274532,1.5,1.9711429e+26,9.540104e+22,6.719386e-10,-1.0,-9.135323,-27.448822,3876.2195,999.0,,9.486459e-17,560,-10.0,3.5274532,559440,560,-54.04491,-1.5433993,6.9218206,999,-10.4385395,2.0829983e+25,0.14999999,,2353.631284236908,inf,35.580208
576,-1.921079,,-3.5274532,1.5,1.97462e+26,5.38206,6.695453e-10,-1.0,-9.137106,-27.404736,3882.7253,999.0,,9.5034106e-17,561,-10.0,3.5274532,560439,561,-2.4800694,-1.5057853,6.921079,999,-11.972088,2.0828696e+25,0.14999999,,2358.1791825294495,inf,35.580208
576,-1.9209923,,-3.5274532,1.5,1.978103e+26,85620740.0,6.6716477e-10,-1.0,-9.138887,-27.389877,3889.5977,999.0,,9.5203195e-17,562,-10.0,3.5274532,561438,562,-18.820005,-1.8724506,6.9209924,999,-12.5059395,2.0827407e+25,0.14999999,,2362.954171180725,inf,35.580208
576,-1.9204882,,-3.5274532,1.5,1.9815847e+26,1.246359e+23,6.647968e-10,-1.0,-9.140665,-27.43798,3896.2349,999.0,,9.537258e-17,563,-10.0,3.5274532,562437,563,-54.236107,-1.6372191,6.9204884,999,-10.34233,2.0826335e+25,0.14999999,,2367.291392326355,inf,35.580208
576,-1.9190353,,-3.5274532,1.5,1.985065e+26,3.0640633,6.6244144e-10,-1.0,-9.14244,-27.395138,3902.336,999.0,,9.554227e-17,564,-10.0,3.5274532,563436,564,-3.0418274,-1.1010948,6.9190354,999,-10.643143,2.082503e+25,0.14999999,,2371.6294145584106,inf,35.580208
576,-1.9209399,,-3.5274532,1.5,1.9885439e+26,3420.5676,6.600986e-10,-1.0,-9.144211,-27.366606,3910.331,999.0,,9.5711533e-17,565,-10.0,3.5274532,564435,565,-11.03808,-2.995041,6.92094,999,-10.073322,2.0823773e+25,0.14999999,,2376.25683093071,inf,35.580208
576,-1.9198917,,-3.5274532,1.5,1.9920287e+26,20754.361,6.577682e-10,-1.0,-9.14598,-27.338339,3916.6587,999.0,,9.588109e-17,566,-10.0,3.5274532,565434,566,-11.136309,-1.3275646,6.919892,999,-11.62234,2.0822456e+25,0.14999999,,2380.2819023132324,inf,35.580208
576,-1.9208915,,-3.5274532,1.5,1.9955044e+26,6.4963083,6.5544997e-10,-1.0,-9.147745,-27.295893,3924.1455,999.0,,9.605022e-17,567,-10.0,3.5274532,566433,567,-3.0355673,-2.4868152,6.920892,999,-8.975809,2.0821188e+25,0.14999999,,2383.529564857483,inf,35.580208
576,-1.9222339,,-3.5274532,1.5,1.9989862e+26,3.5035804e+25,6.531441e-10,-1.0,-9.149507,-27.356699,3931.8289,999.0,,9.621965e-17,568,-10.0,3.5274532,567432,568,-61.604164,-2.6834219,6.922234,999,-8.560493,2.088159e+25,0.14999999,,2386.821157693863,inf,35.580208
576,-1.9229337,,-3.5274532,1.5,2.0024666e+26,6.2149105e+25,6.508503e-10,-1.0,-9.151266,-27.417307,3939.1494,999.0,,9.638938e-17,569,-10.0,3.5274532,568431,569,-61.605923,-2.3204548,6.9229336,999,-11.174119,2.0989526e+25,0.14999999,,2390.6949927806854,inf,35.580208
576,-1.9226674,,-3.5274532,1.5,2.0059453e+26,0.2508178,6.4856864e-10,-1.0,-9.153022,-27.367851,3945.9204,999.0,,9.6558666e-17,570,-10.0,3.5274532,569430,570,1.00736,-1.7710571,6.9226675,999,-12.135761,2.0988235e+25,0.14999999,,2394.7341430187225,inf,35.580208
576,-1.9214318,,-3.5274532,1.5,2.0094223e+26,2.984357e+16,6.4629896e-10,-1.0,-9.154775,-27.38991,3952.1377,999.0,,9.672788e-17,571,-10.0,3.5274532,570429,571,-39.729984,-1.2171736,6.9214315,999,-7.3508124,2.0986983e+25,0.14999999,,2398.60435795784,inf,35.580208
576,-1.9207383,,-3.5274532,1.5,2.0129054e+26,1.8403997e+25,6.4404115e-10,-1.0,-9.156525,-27.450155,3958.6624,999.0,,9.689739e-17,572,-10.0,3.5274532,571428,572,-61.61118,-1.5248238,6.920738,999,-8.3445835,2.1017847e+25,0.14999999,,2402.21714925766,inf,35.580208
576,-1.9202678,,-3.5274532,1.5,2.0163868e+26,8.154059e+25,6.417951e-10,-1.0,-9.158271,-27.510181,3965.3135,999.0,,9.706684e-17,573,-10.0,3.5274532,572427,573,-61.612926,-1.6510483,6.920268,999,-8.731036,2.1158884e+25,0.14999999,,2406.142127275467,inf,35.580208
576,-1.9200307,,-3.5274532,1.5,2.0198665e+26,1.2983708e+26,6.395608e-10,-1.0,-9.160015,-27.570007,3972.0977,999.0,,9.72362e-17,574,-10.0,3.5274532,573426,574,-61.61467,-1.784221,6.9200306,999,-10.748512,2.1383805e+25,0.14999999,,2410.403647184372,inf,35.580208
576,-1.920237,,-3.5274532,1.5,2.0233446e+26,0.78837156,6.373383e-10,-1.0,-9.161756,-27.522823,3979.1362,999.0,,9.7405493e-17,575,-10.0,3.5274532,574425,575,-0.19586429,-2.038592,6.920237,999,-12.78432,2.1382578e+25,0.14999999,,2415.0085031986237,inf,35.580208
576,-1.918723,,-3.5274532,1.5,2.0268209e+26,1.8978066e+25,6.3512723e-10,-1.0,-9.163493,-27.582426,3985.1846,999.0,,9.757508e-17,576,-10.0,3.5274532,575424,576,-61.61815,-1.0481714,6.918723,999,-13.778499,2.1414226e+25,0.14999999,,2419.2060737609863,inf,35.580208
625,-1.9204626,,-3.5274532,1.5,2.030303e+26,1.2249468e+25,5.833854e-10,-1.0,-9.165228,-27.64183,3993.107,999.0,,9.7744585e-17,577,-10.0,3.5274532,576423,577,-61.619884,-2.922496,6.9204626,999,-9.973777,2.1434215e+25,0.14999999,,2422.684970855713,inf,35.580208
625,-1.9203734,,-3.5274532,1.5,2.0337759e+26,586535100.0,5.813685e-10,-1.0,-9.16696,-27.630356,3999.9758,999.0,,9.791401e-17,578,-10.0,3.5274532,577422,578,-20.768232,-1.8689224,6.9203734,999,-10.064913,2.1432954e+25,0.14999999,,2860.893893480301,inf,35.580208
625,-1.9205253,,-3.5274532,1.5,2.0372544e+26,134871020.0,5.79362e-10,-1.0,-9.168688,-27.616411,4006.9841,999.0,,9.808299e-17,579,-10.0,3.5274532,578421,579,-19.318335,-2.0082955,6.9205256,999,-10.164831,2.1431688e+25,0.14999999,,2864.9570739269257,inf,35.580208
625,-1.9211055,,-3.5274532,1.5,2.0407312e+26,48216950.0,5.77366e-10,-1.0,-9.170414,-27.601198,4014.2412,999.0,,9.8252626e-17,580,-10.0,3.5274532,579420,580,-18.549358,-2.2570593,6.9211054,999,-10.831994,2.1430408e+25,0.14999999,,2868.9236431121826,inf,35.580208
625,-1.9204347,,-3.5274532,1.5,2.0442141e+26,0.10821202,5.753802e-10,-1.0,-9.172136,-27.551327,4020.7725,999.0,,9.842181e-17,581,-10.0,3.5274532,580419,581,1.613759,-1.5313337,6.920435,999,-11.313561,2.1429181e+25,0.14999999,,2872.6995747089386,inf,35.580208
625,-1.920549,,-3.5274532,1.5,2.0476948e+26,0.5467482,5.734046e-10,-1.0,-9.173856,-27.504034,4027.7595,999.0,,9.859128e-17,582,-10.0,3.5274532,581418,582,0.21189132,-1.9869815,6.920549,999,-7.8434715,2.1427936e+25,0.14999999,,2877.0263833999634,inf,35.580208
625,-1.92236,,-3.5274532,1.5,2.0511662e+26,2.6363804e+24,5.7143923e-10,-1.0,-9.175572,-27.562975,4035.7358,999.0,,9.876067e-17,583,-10.0,3.5274532,582417,583,-61.63023,-2.9762688,6.92236,999,-8.764725,2.1431206e+25,0.14999999,,2881.2265338897705,inf,35.580208
625,-1.9212832,,-3.5274532,1.5,2.0546432e+26,6.5544455e+25,5.694839e-10,-1.0,-9.177286,-27.621725,4042.0293,999.0,,9.892997e-17,584,-10.0,3.5274532,583416,584,-61.631943,-1.2936442,6.9212832,999,-9.141978,2.1542177e+25,0.14999999,,2885.270532131195,inf,35.580208
625,-1.9210904,,-3.5274532,1.5,2.0581261e+26,1.9346847e+26,5.6753857e-10,-1.0,-9.178997,-27.680277,4048.838,999.0,,9.909956e-17,585,-10.0,3.5274532,584415,585,-61.63364,-1.8084389,6.92109,999,-8.879673,2.1871668e+25,0.14999999,,2888.731580018997,inf,35.580208
625,-1.9209732,,-3.5274532,1.5,2.0615993e+26,1.535233e+26,5.656033e-10,-1.0,-9.180705,-27.738634,4055.6904,999.0,,9.9269065e-17,586,-10.0,3.5274532,585414,586,-61.63536,-1.8524548,6.9209733,999,-9.752977,2.2132374e+25,0.14999999,,2892.863614797592,inf,35.580208
625,-1.9198841,,-3.5274532,1.5,2.0650783e+26,3185533200.0,5.636778e-10,-1.0,-9.18241,-27.731573,4061.972,999.0,,9.943848e-17,587,-10.0,3.5274532,586413,587,-23.348757,-1.2816281,6.919884,999,-9.190086,2.2131135e+25,0.14999999,,2898.0038635730743,inf,35.580208
625,-1.9199532,,-3.5274532,1.5,2.0685552e+26,1.9482824e+26,5.6176214e-10,-1.0,-9.184113,-27.789654,4068.9326,999.0,,9.9607806e-17,588,-10.0,3.5274532,587412,588,-61.638752,-1.9605538,6.9199533,999,-13.437478,2.2461274e+25,0.14999999,,2903.0987737178802,inf,35.580208
625,-1.9190419,,-3.5274532,1.5,2.0720302e+26,4.468601e+25,5.5985633e-10,-1.0,-9.185812,-27.847536,4075.3157,999.0,,9.977742e-17,589,-10.0,3.5274532,588411,589,-61.64047,-1.3831364,6.9190416,999,-10.477542,2.253588e+25,0.14999999,,2906.5419929027557,inf,35.580208
625,-1.918308,,-3.5274532,1.5,2.0755109e+26,2.953421,5.579601e-10,-1.0,-9.187508,-27.803877,4081.8018,999.0,,9.994656e-17,590,-10.0,3.5274532,589410,590,-1.8404843,-1.4861568,6.9183083,999,-12.535324,2.253466e+25,0.14999999,,2910.065268278122,inf,35.580208
625,-1.9194059,,-3.5274532,1.5,2.0789896e+26,6501792400000000.0,5.560735e-10,-1.0,-9.189201,-27.821741,4089.369,999.0,,1.00115986e-16,591,-10.0,3.5274532,590409,591,-38.117085,-2.567032,6.919406,999,-10.452953,2.253343e+25,0.14999999,,2913.476518392563,inf,35.580208
625,-1.9194775,,-3.5274532,1.5,2.0824662e+26,153.20778,5.5419647e-10,-1.0,-9.190892,-27.7844,4096.3306,999.0,,1.0028531e-16,592,-10.0,3.5274532,591408,592,-5.472458,-1.9617808,6.9194775,999,-11.984359,2.253219e+25,0.14999999,,2916.884312391281,inf,35.580208
625,-1.9182565,,-3.5274532,1.5,2.0859405e+26,20849959000000.0,5.523289e-10,-1.0,-9.19258,-27.792974,4102.5264,999.0,,1.0045493e-16,593,-10.0,3.5274532,592407,593,-32.625652,-1.1954497,6.9182568,999,-13.371664,2.2530934e+25,0.14999999,,2920.5918424129486,inf,35.580208
625,-1.9170524,,-3.5274532,1.5,2.0894206e+26,3.1984784e+25,5.504708e-10,-1.0,-9.194264,-27.85039,4108.729,999.0,,1.00624066e-16,594,-10.0,3.5274532,593406,594,-61.648922,-1.2030281,6.9170523,999,-12.369978,2.2583574e+25,0.14999999,,2925.2091479301453,inf,35.580208
625,-1.9163374,,-3.5274532,1.5,2.0928908e+26,2.2709466e+20,5.48622e-10,-1.0,-9.195947,-27.884775,4115.2207,999.0,,1.00793486e-16,595,-10.0,3.5274532,594405,595,-48.06235,-1.4915756,6.9163375,999,-10.024939,2.2582345e+25,0.14999999,,2928.650256872177,inf,35.580208
625,-1.916235,,-3.5274532,1.5,2.0963666e+26,99298690.0,5.4678256e-10,-1.0,-9.197626,-27.870222,4122.076,999.0,,1.0096281e-16,596,-10.0,3.5274532,595404,596,-18.969597,-1.8553447,6.916235,999,-11.58325,2.258111e+25,0.14999999,,2931.241496324539,inf,35.580208
625,-1.9174118,,-3.5274532,1.5,2.0998482e+26,1.5550954,5.4495236e-10,-1.0,-9.199303,-27.827288,4129.695,999.0,,1.0113241e-16,597,-10.0,3.5274532,596403,597,-1.9928793,-2.6188376,6.917412,999,-11.61853,2.2579917e+25,0.14999999,,2933.6815795898438,inf,35.580208
625,-1.9170032,,-3.5274532,1.5,2.1033195e+26,2501.7104,5.4313126e-10,-1.0,-9.200976,-27.795134,4136.368,999.0,,1.0130191e-16,598,-10.0,3.5274532,597402,598,-8.352942,-1.6730397,6.917003,999,-12.038275,2.2578658e+25,0.14999999,,2936.251172542572,inf,35.580208
625,-1.917957,,-3.5274532,1.5,2.1067966e+26,730565.06,5.4131927e-10,-1.0,-9.202647,-27.773874,4143.8564,999.0,,1.0147132e-16,599,-10.0,3.5274532,598401,599,-14.816006,-2.4883764,6.917957,999,-9.475623,2.257744e+25,0.14999999,,2939.0816752910614,inf,35.580208
625,-1.9180745,,-3.5274532,1.5,2.1102714e+26,1.4694097e+22,5.395164e-10,-1.0,-9.204315,-27.81457,4150.8447,999.0,,1.0164061e-16,600,-10.0,3.5274532,599400,600,-51.950615,-1.9884315,6.9180746,999,-12.395493,2.2576288e+25,0.14999999,,2942.011894464493,inf,35.580208
625,-1.9188141,,-3.5274532,1.5,2.1137519e+26,51275073000000.0,5.377224e-10,-1.0,-9.20598,-27.823254,4158.207,999.0,,1.018098e-16,601,-10.0,3.5274532,600399,601,-32.788548,-2.3625038,6.918814,999,-6.436586,2.2575045e+25,0.14999999,,2944.4707732200623,inf,35.580208
625,-1.9178145,,-3.5274532,1.5,2.117222e+26,2.6110285e+24,5.3593757e-10,-1.0,-9.207643,-27.879873,4164.5244,999.0,,1.0197927e-16,602,-10.0,3.5274532,601398,602,-61.6623,-1.3170979,6.9178143,999,-11.741081,2.2578178e+25,0.14999999,,2947.4652569293976,inf,35.580208
625,-1.9171461,,-3.5274532,1.5,2.1206977e+26,1966841.5,5.3416144e-10,-1.0,-9.209303,-27.859573,4171.039,999.0,,1.02149024e-16,603,-10.0,3.5274532,602397,603,-15.39849,-1.5148082,6.917146,999,-12.170782,2.2576965e+25,0.14999999,,2950.298209667206,inf,35.580208
625,-1.916686,,-3.5274532,1.5,2.124171e+26,54352027000000.0,5.323942e-10,-1.0,-9.210959,-27.867537,4177.678,999.0,,1.02318285e-16,604,-10.0,3.5274532,603396,604,-32.427616,-1.6393043,6.916686,999,-9.742094,2.2575734e+25,0.14999999,,2953.104173898697,inf,35.580208
625,-1.9167924,,-3.5274532,1.5,2.12765e+26,807110700000000.0,5.3063565e-10,-1.0,-9.212614,-27.879835,4184.659,999.0,,1.0248782e-16,605,-10.0,3.5274532,604395,605,-35.06393,-1.9810585,6.9167924,999,-10.342581,2.2574547e+25,0.14999999,,2956.4719293117523,inf,35.580208
625,-1.9169022,,-3.5274532,1.5,2.1311267e+26,3721.4424,5.288858e-10,-1.0,-9.214266,-27.84859,4191.6426,999.0,,1.0265685e-16,606,-10.0,3.5274532,605394,606,-8.700341,-1.9831933,6.916902,999,-10.408867,2.2573345e+25,0.14999999,,2960.221010684967,inf,35.580208
625,-1.9173274,,-3.5274532,1.5,2.1346008e+26,3174.0728,5.271446e-10,-1.0,-9.215914,-27.817469,4198.818,999.0,,1.0282617e-16,607,-10.0,3.5274532,606393,607,-8.715151,-2.1750429,6.9173274,999,-11.13883,2.2572132e+25,0.14999999,,2964.647705078125,inf,35.580208
625,-1.9179127,,-3.5274532,1.5,2.1380725e+26,0.10049283,5.2541205e-10,-1.0,-9.217561,-27.769493,4206.091,999.0,,1.0299576e-16,608,-10.0,3.5274532,607392,608,1.5950274,-2.2732556,6.9179125,999,-12.48628,2.2570956e+25,0.14999999,,2969.1833441257477,inf,35.580208
625,-1.9185541,,-3.5274532,1.5,2.1415499e+26,3.9607707e+16,5.236879e-10,-1.0,-9.219204,-27.788887,4213.3994,999.0,,1.0316524e-16,609,-10.0,3.5274532,608391,609,-39.34405,-2.3084104,6.9185543,999,-14.2021,2.2569716e+25,0.14999999,,2974.4146761894226,inf,35.580208
625,-1.9168733,,-3.5274532,1.5,2.1450247e+26,2.0426763e+24,5.2197235e-10,-1.0,-9.220844,-27.84484,4219.293,999.0,,1.033346e-16,610,-10.0,3.5274532,609390,610,-61.675503,-0.89324826,6.9168735,999,-10.494188,2.2571918e+25,0.14999999,,2979.609461545944,inf,35.580208
625,-1.9173236,,-3.5274532,1.5,2.1484969e+26,263.8792,5.2026516e-10,-1.0,-9.222483,-27.809795,4226.485,999.0,,1.03503846e-16,611,-10.0,3.5274532,610389,611,-6.191561,-2.192065,6.9173236,999,-11.085308,2.2570698e+25,0.14999999,,2985.0140573978424,inf,35.580208
625,-1.9178019,,-3.5274532,1.5,2.1519665e+26,0.10130005,5.185663e-10,-1.0,-9.224117,-27.762003,4233.695,999.0,,1.03673365e-16,612,-10.0,3.5274532,611388,612,1.6843568,-2.210005,6.917802,999,-11.093554,2.2569522e+25,0.14999999,,2990.004154920578,inf,35.580208
625,-1.9170878,,-3.5274532,1.5,2.155442e+26,0.2899248,5.168758e-10,-1.0,-9.22575,-27.716246,4240.175,999.0,,1.0384277e-16,613,-10.0,3.5274532,612387,613,0.52702147,-1.4801769,6.9170876,999,-11.1895485,2.2568335e+25,0.14999999,,2994.4241335392,inf,35.580208
625,-1.9171146,,-3.5274532,1.5,2.1589145e+26,0.18456814,5.1519355e-10,-1.0,-9.227381,-27.669333,4247.1084,999.0,,1.0401206e-16,614,-10.0,3.5274532,613386,614,1.3257209,-1.9334404,6.9171147,999,-11.051721,2.256713e+25,0.14999999,,2998.445150375366,inf,35.580208
625,-1.9168147,,-3.5274532,1.5,2.1623926e+26,0.12215283,5.1351945e-10,-1.0,-9.229008,-27.621954,4253.841,999.0,,1.0418162e-16,615,-10.0,3.5274532,614385,615,1.7126651,-1.732753,6.916815,999,-13.492317,2.256596e+25,0.14999999,,3002.2225012779236,inf,35.580208
625,-1.9152943,,-3.5274532,1.5,2.1658599e+26,9.845953e+24,5.118536e-10,-1.0,-9.230633,-27.677639,4259.8213,999.0,,1.0435106e-16,616,-10.0,3.5274532,615384,616,-61.685287,-0.98012847,6.915294,999,-11.442949,2.2580715e+25,0.14999999,,3007.2846789360046,inf,35.580208
