GridSize,ReturnMean,Iteration,ReturnAbsMax,AvgEpLen,DenMISELogFirst,MountainCar_std1_higher,DenMISELogLast,ReturnMin,NumTrainableParams,IWLastEpisode,ReturnMax,MountainCar_mu1_higher,NumTrajectories,MountainCar_std0_higher,TimestepsSoFar,Delta,ReturnStepMax,Regret,DenMISEMeanLog,IWMax,MountainCar_mu0_higher,ReturnLastEpisode,Bound,IWMin,MinEpLen,TimeElapsed,IWMean,ActionIn1,IWFirstEpisode,Regret/t
225,-1.8936497,223,3.0855436,999.0,-3.7567017,1.5,-21.441626,-3.0855436,,1127982600.0,,-10.0,223,0.14999999,222777,1.08184075e-08,30.973837,1537.2839,-28.004805,7.4941544e+25,-1.0,-1.7804,inf,,999,298.12514758110046,8.79557e+24,-9.741596,1.1393977e-17,6.8936496
225,-1.891812,224,3.0855436,999.0,-3.7611759,1.5,-26.804758,-3.0855436,,161877590000.0,,-10.0,224,0.14999999,223776,1.0722029e-08,30.973837,1543.7659,-28.000654,7.5277344e+25,-1.0,-1.4819764,inf,,999,299.45874285697937,8.795473e+24,-10.484475,1.1445075e-17,6.891812
225,-1.8915749,225,3.0855436,999.0,-3.7656302,1.5,-3.705239,-3.0855436,,27.105503,,-10.0,225,0.14999999,224775,1.0626936e-08,30.973837,1550.6044,-27.893867,7.561292e+25,-1.0,-1.838478,inf,,999,300.574373960495,8.795381e+24,-9.709714,1.149614e-17,6.891575
256,-1.8929993,226,3.0855436,999.0,-3.7700648,1.5,-41.435238,-3.0855436,,3.5856524e+17,,-10.0,226,0.14999999,225774,9.26257e-09,30.973837,1557.8179,-27.95497,7.594883e+25,-1.0,-2.2134953,inf,,999,301.65106868743896,8.7952934e+24,-12.684855,1.1547255e-17,6.892999
256,-1.8907336,227,3.0855436,999.0,-3.7744799,1.5,-60.686993,-3.0855436,,3.7937691e+25,,-10.0,227,0.14999999,226773,9.181142e-09,30.973837,1564.1965,-28.100338,7.6284486e+25,-1.0,-1.3786951,inf,,999,344.0804395675659,8.962313e+24,-12.853605,1.1598333e-17,6.8907337
256,-1.8900709,228,3.0855436,999.0,-3.7788756,1.5,-60.691387,-3.0855436,,7.0935363e+25,,-10.0,228,0.14999999,227772,9.1007815e-09,30.973837,1570.9362,-28.244461,7.6620166e+25,-1.0,-1.7396363,inf,,999,345.41049885749817,9.2733275e+24,-11.074566,1.1649458e-17,6.890071
256,-1.893168,229,3.0855436,999.0,-3.783252,1.5,0.35352066,-3.0855436,,0.16332674,,-10.0,229,0.14999999,228771,9.021472e-09,30.973837,1578.5354,-28.120768,7.6955855e+25,-1.0,-2.5993097,inf,,999,346.7631266117096,9.273224e+24,-10.441468,1.1700542e-17,6.893168
256,-1.8960904,230,3.0855436,999.0,-3.787609,1.5,-12.023814,-3.0855436,,39936.312,,-10.0,230,0.14999999,229770,8.943195e-09,30.973837,1586.1008,-28.051966,7.7291544e+25,-1.0,-2.565342,inf,,999,348.1177673339844,9.273148e+24,-10.621353,1.1751625e-17,6.8960905
256,-1.897273,231,3.0855436,999.0,-3.7919476,1.5,-2.8523166,-3.0855436,,10.166349,,-10.0,231,0.14999999,230769,8.865932e-09,30.973837,1593.27,-27.944046,7.762721e+25,-1.0,-2.1692455,inf,,999,349.4909405708313,9.2730416e+24,-11.395389,1.1802706e-17,6.897273
256,-1.8955373,232,3.0855436,999.0,-3.7962673,1.5,-4.6777544,-3.0855436,,47.92389,,-10.0,232,0.14999999,231768,8.789668e-09,30.973837,1599.7646,-27.844917,7.796285e+25,-1.0,-1.4945782,inf,,999,350.93081974983215,9.272936e+24,-8.457623,1.1853829e-17,6.8955374
256,-1.8967224,233,3.0855436,999.0,-3.8005683,1.5,-60.71308,-3.0855436,,3.0582562e+25,,-10.0,233,0.14999999,232767,8.714381e-09,30.973837,1606.9363,-27.987133,7.829875e+25,-1.0,-2.1717176,inf,,999,352.36770272254944,9.404109e+24,-12.981586,1.19049e-17,6.8967223
256,-1.8988652,234,3.0855436,999.0,-3.804851,1.5,-60.717358,-3.0855436,,4.645635e+25,,-10.0,234,0.14999999,233766,8.6400584e-09,30.973837,1614.3345,-28.128164,7.863429e+25,-1.0,-2.3981037,inf,,999,353.99363589286804,9.602526e+24,-14.478271,1.1956009e-17,6.898865
256,-1.9006013,235,3.0855436,999.0,-3.8091154,1.5,-60.721626,-3.0855436,,8.8483745e+24,,-10.0,235,0.14999999,234765,8.566682e-09,30.973837,1621.6414,-28.268026,7.897007e+25,-1.0,-2.3068612,inf,,999,355.4212408065796,9.640087e+24,-13.24046,1.2007108e-17,6.9006014
256,-1.9005185,236,3.0855436,999.0,-3.8133616,1.5,-60.725876,-3.0855436,,5.5154188e+25,,-10.0,236,0.14999999,235764,8.494237e-09,30.973837,1628.5223,-28.406738,7.930577e+25,-1.0,-1.8810613,inf,,999,356.9016797542572,9.873719e+24,-11.5208,1.2058196e-17,6.9005184
256,-1.8993406,237,3.0855436,999.0,-3.81759,1.5,-6.2458205,-3.0855436,,290.84653,,-10.0,237,0.14999999,236763,8.422706e-09,30.973837,1635.1438,-28.314411,7.964137e+25,-1.0,-1.6213889,inf,,999,358.35089206695557,9.873612e+24,-9.716606,1.210927e-17,6.8993406
256,-1.8991297,238,3.0855436,999.0,-3.8218005,1.5,-34.22409,-3.0855436,,359187580000000.0,,-10.0,238,0.14999999,237762,8.3520755e-09,30.973837,1641.9929,-28.340416,7.997718e+25,-1.0,-1.8491243,inf,,999,359.98710894584656,9.873528e+24,-8.68039,1.2160375e-17,6.89913
256,-1.9003571,239,3.0855436,999.0,-3.8259935,1.5,-60.738506,-3.0855436,,3.8750785e+25,,-10.0,239,0.14999999,238761,8.282331e-09,30.973837,1649.1853,-28.477139,8.031257e+25,-1.0,-2.1924663,inf,,999,361.337345123291,1.0035563e+25,-9.743924,1.2211462e-17,6.9003572
256,-1.8965913,240,3.0855436,999.0,-3.8301687,1.5,-20.191116,-3.0855436,,42509452.0,,-10.0,240,0.14999999,239760,8.213456e-09,30.973837,1655.1819,-28.443783,8.064843e+25,-1.0,-0.9965542,inf,,999,362.6610128879547,1.0035455e+25,-11.979096,1.2262577e-17,6.896591
256,-1.8979118,241,3.0855436,999.0,-3.8343267,1.5,-15.364584,-3.0855436,,2224427.8,,-10.0,241,0.14999999,240759,8.145435e-09,30.973837,1662.3967,-28.39067,8.098416e+25,-1.0,-2.2148015,inf,,999,363.9710524082184,1.0035362e+25,-11.965107,1.2313671e-17,6.897912
256,-1.9010202,242,3.0855436,999.0,-3.8384676,1.5,-11.1477165,-3.0855436,,12941.26,,-10.0,242,0.14999999,241758,8.078256e-09,30.973837,1670.0469,-28.32057,8.131973e+25,-1.0,-2.6501553,inf,,999,365.3118965625763,1.0035284e+25,-11.327801,1.2364743e-17,6.90102
256,-1.9002994,243,3.0855436,999.0,-3.8425913,1.5,-1.1459951,-3.0855436,,2.0707965,,-10.0,243,0.14999999,242757,8.011906e-09,30.973837,1676.7727,-28.209887,8.165545e+25,-1.0,-1.7259015,inf,,999,366.65027928352356,1.0035194e+25,-8.441872,1.2415836e-17,6.9002995
256,-1.9045011,244,3.0855436,999.0,-3.846698,1.5,-60.75921,-3.0855436,,3.1725572e+24,,-10.0,244,0.14999999,243756,7.946369e-09,30.973837,1684.6982,-28.344418,8.199099e+25,-1.0,-2.925508,inf,,999,367.9186019897461,1.0048086e+25,-10.370797,1.2466951e-17,6.904501
256,-1.9032291,245,3.0855436,999.0,-3.850788,1.5,-4.4131413,-3.0855436,,43.1278,,-10.0,245,0.14999999,244755,7.881633e-09,30.973837,1691.2911,-28.247879,8.232665e+25,-1.0,-1.5928595,inf,,999,369.11308908462524,1.0048018e+25,-10.666493,1.2518037e-17,6.903229
256,-1.9042386,246,3.0855436,999.0,-3.8548615,1.5,-1.8857722,-3.0855436,,3.9618137,,-10.0,246,0.14999999,245754,7.817685e-09,30.973837,1698.4426,-28.141848,8.266242e+25,-1.0,-2.1515393,inf,,999,370.3380298614502,1.0047903e+25,-10.559067,1.2569141e-17,6.9042387
256,-1.9059105,247,3.0855436,999.0,-3.8589182,1.5,-5.9330373,-3.0855436,,161.79242,,-10.0,247,0.14999999,246753,7.754513e-09,30.973837,1705.7599,-28.053053,8.299799e+25,-1.0,-2.317188,inf,,999,371.47790002822876,1.0047829e+25,-14.268731,1.2620212e-17,6.9059105
256,-1.9083813,248,3.0855436,999.0,-3.8629587,1.5,-60.77547,-3.0855436,,8.476838e+24,,-10.0,248,0.14999999,247752,7.692101e-09,30.973837,1713.2786,-28.186111,8.333365e+25,-1.0,-2.5186799,inf,,999,372.73907017707825,1.0081912e+25,-10.862064,1.26712986e-17,6.9083815
256,-1.9083897,249,3.0855436,999.0,-3.8669827,1.5,1.4281,-3.0855436,,0.16788629,,-10.0,249,0.14999999,248751,7.630442e-09,30.973837,1720.189,-28.068296,8.366938e+25,-1.0,-1.9104726,inf,,999,373.99570298194885,1.0081827e+25,-9.882463,1.2722397e-17,6.9083896
256,-1.9102478,250,3.0855436,999.0,-3.8709908,1.5,-34.500427,-3.0855436,,280691200000000.0,,-10.0,250,0.14999999,249750,7.56952e-09,30.973837,1727.562,-28.095139,8.400486e+25,-1.0,-2.3729312,inf,,999,375.1964020729065,1.0081746e+25,-11.505377,1.2773507e-17,6.910248
256,-1.9079534,251,3.0855436,999.0,-3.8749828,1.5,-9.0489645,-3.0855436,,2730.164,,-10.0,251,0.14999999,250749,7.509326e-09,30.973837,1733.8962,-28.020357,8.4340405e+25,-1.0,-1.3343393,inf,,999,376.41878867149353,1.0081641e+25,-10.065493,1.2824626e-17,6.9079533
256,-1.9084126,252,3.0855436,999.0,-3.878959,1.5,-19.545467,-3.0855436,,167050290.0,,-10.0,252,0.14999999,251748,7.4498456e-09,30.973837,1740.9199,-27.98782,8.467631e+25,-1.0,-2.0236762,inf,,999,377.79140615463257,1.0081542e+25,-12.671796,1.2875704e-17,6.9084125
256,-1.9087566,253,3.0855436,999.0,-3.8829193,1.5,-57.585632,-3.0855436,,3.8766882e+24,,-10.0,253,0.14999999,252747,7.391071e-09,30.973837,1747.9154,-28.105894,8.501194e+25,-1.0,-1.9954517,inf,,999,379.18872022628784,1.0096801e+25,-15.368198,1.2926788e-17,6.9087567
256,-1.9104263,254,3.0855436,999.0,-3.8868642,1.5,-60.799377,-3.0855436,,2.037983e+24,,-10.0,254,0.14999999,253746,7.332988e-09,30.973837,1755.2483,-28.235685,8.53476e+25,-1.0,-2.3328276,inf,,999,380.5511245727539,1.0104674e+25,-12.703602,1.2977877e-17,6.910426
256,-1.91027,255,3.0855436,999.0,-3.8907933,1.5,-60.721725,-3.0855436,,8.642286e+25,,-10.0,255,0.14999999,254745,7.2755864e-09,30.973837,1762.1189,-28.364166,8.642286e+25,-1.0,-1.8705926,inf,,999,382.01938915252686,1.044344e+25,-9.307982,1.302897e-17,6.9102697
256,-1.908598,256,3.0855436,999.0,-3.8947074,1.5,-52.744965,-3.0855436,,2.2983932e+22,,-10.0,256,0.14999999,255744,7.218857e-09,30.973837,1768.6011,-28.460493,8.673497e+25,-1.0,-1.4822133,inf,,999,383.51134991645813,1.044328e+25,-9.226401,1.3080063e-17,6.908598
289,-1.9101797,257,3.0855436,999.0,-3.898606,1.5,-60.81112,-3.0855436,,5.364152e+25,,-10.0,257,0.14999999,256743,6.347712e-09,30.973837,1775.9163,-28.58745,8.70472e+25,-1.0,-2.315146,inf,,999,385.0464200973511,1.0651753e+25,-9.952733,1.3131156e-17,6.9101796
289,-1.9096478,258,3.0855436,999.0,-3.9024894,1.5,-21.021917,-3.0855436,,742007230.0,,-10.0,258,0.14999999,257742,6.2986003e-09,30.973837,1782.6892,-28.559214,8.735889e+25,-1.0,-1.7729491,inf,,999,442.7228271961212,1.0651504e+25,-9.285158,1.3182249e-17,6.909648
289,-1.9111617,259,3.0855436,999.0,-3.906358,1.5,-60.81887,-3.0855436,,5.829066e+25,,-10.0,259,0.14999999,258741,6.2500565e-09,30.973837,1789.9908,-28.684849,8.767037e+25,-1.0,-2.3017106,inf,,999,444.03628730773926,1.0876313e+25,-11.873234,1.3233338e-17,6.9111614
289,-1.9131505,260,3.0855436,999.0,-3.9102116,1.5,-9.797144,-3.0855436,,6209.8823,,-10.0,260,0.14999999,259740,6.202072e-09,30.973837,1797.4192,-28.61329,8.798195e+25,-1.0,-2.428233,inf,,999,445.3648660182953,1.087606e+25,-10.068616,1.3284422e-17,6.913151
289,-1.9124613,261,3.0855436,999.0,-3.9140503,1.5,-15.565837,-3.0855436,,3271019.5,,-10.0,261,0.14999999,260739,6.1546377e-09,30.973837,1804.1523,-28.564375,8.829295e+25,-1.0,-1.7333046,inf,,999,446.7295444011688,1.0875805e+25,-10.5074,1.3335551e-17,6.9124613
289,-1.911161,262,3.0855436,999.0,-3.9178743,1.5,-1.7523733,-3.0855436,,3.215051,,-10.0,262,0.14999999,261738,6.107746e-09,30.973837,1810.7241,-28.46311,8.860404e+25,-1.0,-1.5717831,inf,,999,448.0635299682617,1.0875575e+25,-10.309313,1.3386622e-17,6.911161
289,-1.9108467,263,3.0855436,999.0,-3.921684,1.5,-7.9785385,-3.0855436,,1847.9003,,-10.0,263,0.14999999,262737,6.061387e-09,30.973837,1817.5527,-28.386284,8.891486e+25,-1.0,-1.8284959,inf,,999,449.49154686927795,1.0875338e+25,-8.566405,1.34377335e-17,6.9108467
289,-1.9121456,264,3.0855436,999.0,-3.925479,1.5,-60.83799,-3.0855436,,3.263492e+25,,-10.0,264,0.14999999,263736,6.0155543e-09,30.973837,1824.8064,-28.510262,8.922542e+25,-1.0,-2.2537699,inf,,999,450.86711406707764,1.0998687e+25,-12.964544,1.3488835e-17,6.9121456
289,-1.9129314,265,3.0855436,999.0,-3.9292598,1.5,-60.84177,-3.0855436,,7.282033e+25,,-10.0,265,0.14999999,264735,5.970239e-09,30.973837,1831.9268,-28.633326,8.953603e+25,-1.0,-2.1203566,inf,,999,452.20401215553284,1.1273233e+25,-11.188299,1.3539924e-17,6.9129314
289,-1.91174,266,3.0855436,999.0,-3.933026,1.5,0.07775608,-3.0855436,,0.54085886,,-10.0,266,0.14999999,265734,5.9254344e-09,30.973837,1838.5228,-28.526451,8.984635e+25,-1.0,-1.5960313,inf,,999,453.4963836669922,1.1273012e+25,-14.719316,1.3591e-17,6.91174
289,-1.9145675,267,3.0855436,999.0,-3.9367785,1.5,-60.849293,-3.0855436,,3.3197928e+24,,-10.0,267,0.14999999,266733,5.8811325e-09,30.973837,1846.1895,-28.648573,9.015638e+25,-1.0,-2.6666539,inf,,999,454.79310297966003,1.1285208e+25,-8.983467,1.3642112e-17,6.9145675
289,-1.9129243,268,3.0855436,999.0,-3.940517,1.5,-60.853027,-3.0855436,,5.673525e+25,,-10.0,268,0.14999999,267732,5.8373257e-09,30.973837,1852.6637,-28.7698,9.04661e+25,-1.0,-1.4741864,inf,,999,456.09748101234436,1.1496643e+25,-11.909992,1.3693207e-17,6.9129243
289,-1.9134125,269,3.0855436,999.0,-3.9442413,1.5,-14.943656,-3.0855436,,1785483.5,,-10.0,269,0.14999999,268731,5.7940057e-09,30.973837,1859.708,-28.719473,9.077584e+25,-1.0,-2.0442648,inf,,999,457.4213478565216,1.1496424e+25,-8.455853,1.3744284e-17,6.9134126
289,-1.9109943,270,3.0855436,999.0,-3.9479518,1.5,-60.860466,-3.0855436,,2.0379686e+25,,-10.0,270,0.14999999,269730,5.751167e-09,30.973837,1865.9685,-28.839577,9.108524e+25,-1.0,-1.2604889,inf,,999,458.74699354171753,1.1571669e+25,-11.74482,1.3795393e-17,6.9109945
289,-1.9089504,271,3.0855436,999.0,-3.9516487,1.5,-17.660921,-3.0855436,,13577071.0,,-10.0,271,0.14999999,270729,5.7088005e-09,30.973837,1872.3256,-28.79939,9.139466e+25,-1.0,-1.3571383,inf,,999,460.19973635673523,1.1571432e+25,-11.519383,1.38464815e-17,6.9089503
289,-1.9079074,272,3.0855436,999.0,-3.955332,1.5,-6.067116,-3.0855436,,247.65645,,-10.0,272,0.14999999,271728,5.6669016e-09,30.973837,1878.9508,-28.716879,9.170374e+25,-1.0,-1.6252618,inf,,999,461.5179831981659,1.1571176e+25,-11.705158,1.38976e-17,6.9079075
289,-1.9090219,273,3.0855436,999.0,-3.9590018,1.5,-6.2194185,-3.0855436,,252.73596,,-10.0,273,0.14999999,272727,5.625462e-09,30.973837,1886.163,-28.63552,9.201244e+25,-1.0,-2.2120926,inf,,999,462.9052965641022,1.1570938e+25,-13.732275,1.3948694e-17,6.909022
289,-1.9079942,274,3.0855436,999.0,-3.962658,1.5,-60.87517,-3.0855436,,2.8061139e+25,,-10.0,274,0.14999999,273726,5.5844755e-09,30.973837,1892.7904,-28.754229,9.232114e+25,-1.0,-1.6274873,inf,,999,464.25204610824585,1.1673132e+25,-9.874138,1.3999762e-17,6.9079943
289,-1.9088787,275,3.0855436,999.0,-3.966301,1.5,-30.872757,-3.0855436,,11054970000000.0,,-10.0,275,0.14999999,274725,5.543935e-09,30.973837,1899.9417,-28.762981,9.262981e+25,-1.0,-2.1512244,inf,,999,465.54638409614563,1.1672896e+25,-11.2460375,1.4050857e-17,6.908879
289,-1.9116651,276,3.0855436,999.0,-3.9699306,1.5,0.6042996,-3.0855436,,0.10036382,,-10.0,276,0.14999999,275724,5.5038343e-09,30.973837,1907.6196,-28.657623,9.293809e+25,-1.0,-2.6779196,inf,,999,466.76679587364197,1.1672642e+25,-12.804664,1.4101977e-17,6.911665
289,-1.9129013,277,3.0855436,999.0,-3.9735475,1.5,-60.66642,-3.0855436,,6.407156e+25,,-10.0,277,0.14999999,276723,5.464167e-09,30.973837,1914.8737,-28.77421,9.324634e+25,-1.0,-2.2541254,inf,,999,468.0777506828308,1.190371e+25,-13.070664,1.4153067e-17,6.9129014
289,-1.9108782,278,3.0855436,999.0,-3.977151,1.5,-60.889664,-3.0855436,,3.357582e+25,,-10.0,278,0.14999999,277722,5.424927e-09,30.973837,1921.2241,-28.89077,9.3554175e+25,-1.0,-1.3504229,inf,,999,469.43937516212463,1.2024099e+25,-11.370505,1.4204125e-17,6.910878
289,-1.9101541,279,3.0855436,999.0,-3.9807417,1.5,-2.3708808,-3.0855436,,6.596488,,-10.0,279,0.14999999,278721,5.3861084e-09,30.973837,1927.933,-28.796762,9.386195e+25,-1.0,-1.708815,inf,,999,471.1262512207031,1.202369e+25,-13.986166,1.4255258e-17,6.9101543
289,-1.9119594,280,3.0855436,999.0,-3.9843194,1.5,-60.89683,-3.0855436,,1.9253556e+25,,-10.0,280,0.14999999,279720,5.347705e-09,30.973837,1935.3486,-28.912441,9.416967e+25,-1.0,-2.4156735,inf,,999,472.9203372001648,1.2092059e+25,-11.996579,1.4306304e-17,6.9119596
289,-1.9083148,281,3.0855436,999.0,-3.9878845,1.5,-40.670822,-3.0855436,,1.555878e+16,,-10.0,281,0.14999999,280719,5.309711e-09,30.973837,1941.2365,-28.955324,9.447695e+25,-1.0,-0.88781923,inf,,999,474.77206325531006,1.2091676e+25,-10.398638,1.4357422e-17,6.9083147
289,-1.909147,282,3.0855436,999.0,-3.991437,1.5,-8.640243,-3.0855436,,3081.2,,-10.0,282,0.14999999,281718,5.27212e-09,30.973837,1948.3794,-28.88432,9.478415e+25,-1.0,-2.1430252,inf,,999,476.4613857269287,1.2091271e+25,-11.454154,1.4408502e-17,6.9091473
289,-1.9069432,283,3.0855436,999.0,-3.9949768,1.5,-9.1320305,-3.0855436,,2063.3984,,-10.0,283,0.14999999,282717,5.234927e-09,30.973837,1954.6649,-28.815548,9.509126e+25,-1.0,-1.2854972,inf,,999,478.17045736312866,1.209088e+25,-11.651999,1.4459599e-17,6.9069433
289,-1.9072266,284,3.0855436,999.0,-3.9985042,1.5,-6.4274454,-3.0855436,,389.04446,,-10.0,284,0.14999999,283716,5.198126e-09,30.973837,1961.6523,-28.73774,9.541501e+25,-1.0,-1.9873455,inf,,999,479.79215836524963,1.2090493e+25,-10.251211,1.4510712e-17,6.9072266
289,-1.9074343,285,3.0855436,999.0,-4.002019,1.5,-11.451462,-3.0855436,,57222.332,,-10.0,285,0.14999999,284715,5.161712e-09,30.973837,1968.6188,-28.678097,9.575046e+25,-1.0,-1.9664834,inf,,999,481.42109966278076,1.2090088e+25,-9.263533,1.4561782e-17,6.9074345
289,-1.9081056,286,3.0855436,999.0,-4.005522,1.5,-60.917957,-3.0855436,,8.90014e+25,,-10.0,286,0.14999999,285714,5.125679e-09,30.973837,1975.7183,-28.791828,9.608599e+25,-1.0,-2.0994077,inf,,999,482.8586940765381,1.2400883e+25,-12.815022,1.4612921e-17,6.908106
289,-1.9069225,287,3.0855436,999.0,-4.009012,1.5,-60.921524,-3.0855436,,7.4260264e+25,,-10.0,287,0.14999999,286713,5.090022e-09,30.973837,1982.2867,-28.904787,9.642159e+25,-1.0,-1.5685573,inf,,999,484.16825127601624,1.265924e+25,-10.97653,1.466396e-17,6.9069223
289,-1.9078045,288,3.0855436,999.0,-4.0124903,1.5,1.4642967,-3.0855436,,0.13486807,,-10.0,288,0.14999999,287712,5.0547366e-09,30.973837,1989.4478,-28.800354,9.675689e+25,-1.0,-2.1609612,inf,,999,485.51054549217224,1.2658854e+25,-9.798563,1.4715065e-17,6.9078045
289,-1.9088143,289,3.0855436,999.0,-4.0159564,1.5,-35.80101,-3.0855436,,1385373400000000.0,,-10.0,289,0.14999999,288711,5.0198166e-09,30.973837,1996.6473,-28.825588,9.709261e+25,-1.0,-2.1996698,inf,,999,486.8523962497711,1.2658473e+25,-9.376291,1.4766178e-17,6.9088144
324,-1.9080002,290,3.0855436,999.0,-4.0194106,1.5,-51.43872,-3.0855436,,7.9953834e+21,,-10.0,290,0.14999999,289710,4.448383e-09,30.973837,2003.3201,-28.904562,9.742801e+25,-1.0,-1.6727153,inf,,999,488.1036043167114,1.2658098e+25,-11.135198,1.4817243e-17,6.908
324,-1.906969,291,3.0855436,999.0,-4.0228534,1.5,0.5476955,-3.0855436,,0.32811612,,-10.0,291,0.14999999,290709,4.417862e-09,30.973837,2009.928,-28.804346,9.7763455e+25,-1.0,-1.6078371,inf,,999,562.3168351650238,1.2657692e+25,-13.325603,1.4868373e-17,6.906969
324,-1.905284,292,3.0855436,999.0,-4.0262837,1.5,-60.938797,-3.0855436,,3.2672536e+25,,-10.0,292,0.14999999,291708,4.3876542e-09,30.973837,2016.343,-28.91538,9.809893e+25,-1.0,-1.4149916,inf,,999,564.010782957077,1.2769225e+25,-11.955998,1.491945e-17,6.905284
324,-1.9050984,293,3.0855436,999.0,-4.0297027,1.5,-18.490389,-3.0855436,,61806310.0,,-10.0,293,0.14999999,292707,4.357756e-09,30.973837,2023.1938,-28.880793,9.84348e+25,-1.0,-1.850916,inf,,999,565.8302755355835,1.2768832e+25,-10.416649,1.4970531e-17,6.9050984
324,-1.907464,294,3.0855436,999.0,-4.0331097,1.5,-13.059695,-3.0855436,,107326.875,,-10.0,294,0.14999999,293706,4.328161e-09,30.973837,2030.7944,-28.827969,9.8770315e+25,-1.0,-2.6006207,inf,,999,567.4003739356995,1.2768436e+25,-9.087343,1.5021673e-17,6.907464
324,-1.909471,295,3.0855436,999.0,-4.036505,1.5,-60.949017,-3.0855436,,3.5018702e+25,,-10.0,295,0.14999999,294705,4.298868e-09,30.973837,2038.294,-28.937832,9.910546e+25,-1.0,-2.499516,inf,,999,569.0872948169708,1.2886754e+25,-11.137431,1.507276e-17,6.909471
324,-1.9122088,296,3.0855436,999.0,-4.0398893,1.5,0.23171836,-3.0855436,,0.13469622,,-10.0,296,0.14999999,295704,4.2698707e-09,30.973837,2046.0138,-28.840265,9.944099e+25,-1.0,-2.7198014,inf,,999,570.7046971321106,1.2886365e+25,-10.795369,1.5123846e-17,6.9122086
324,-1.9118431,297,3.0855436,999.0,-4.043262,1.5,1.1899079,-3.0855436,,0.21161923,,-10.0,297,0.14999999,296703,4.2411656e-09,30.973837,2052.8174,-28.740135,9.97765e+25,-1.0,-1.8035954,inf,,999,572.2081112861633,1.2886004e+25,-9.154535,1.5174933e-17,6.9118433
324,-1.9098984,298,3.0855436,999.0,-4.046623,1.5,-59.928204,-3.0855436,,1.9677087e+25,,-10.0,298,0.14999999,297702,4.2127493e-09,30.973837,2059.1497,-28.845762,1.0011201e+26,-1.0,-1.3323699,inf,,999,573.6571521759033,1.2951655e+25,-12.251968,1.5226018e-17,6.9098983
324,-1.9084536,299,3.0855436,999.0,-4.0499735,1.5,-40.497677,-3.0855436,,1.2735193e+17,,-10.0,299,0.14999999,298701,4.1846175e-09,30.973837,2065.6277,-28.8857,1.004475e+26,-1.0,-1.4778837,inf,,999,575.2571613788605,1.2951124e+25,-11.141601,1.52771e-17,6.9084535
324,-1.9086056,300,3.0855436,999.0,-4.0533123,1.5,1.627546,-3.0855436,,0.1369156,,-10.0,300,0.14999999,299700,4.1567665e-09,30.973837,2072.5815,-28.784948,1.0078296e+26,-1.0,-1.9540459,inf,,999,576.9412708282471,1.2950589e+25,-9.924253,1.5328236e-17,6.9086056
324,-1.9083406,301,3.0855436,999.0,-4.05664,1.5,-22.76165,-3.0855436,,4199501800.0,,-10.0,301,0.14999999,300699,4.129193e-09,30.973837,2079.4106,-28.765894,1.0111876e+26,-1.0,-1.8288599,inf,,999,578.5474376678467,1.2950084e+25,-11.105944,1.537931e-17,6.9083405
324,-1.90903,302,3.0855436,999.0,-4.059957,1.5,1.8007971,-3.0855436,,0.10208784,,-10.0,302,0.14999999,301698,4.1018926e-09,30.973837,2086.527,-28.665628,1.0145413e+26,-1.0,-2.1164942,inf,,999,580.1822195053101,1.2949552e+25,-8.155544,1.5430376e-17,6.90903
324,-1.9067808,303,3.0855436,999.0,-4.0632625,1.5,-60.975777,-3.0855436,,1.5604084e+25,,-10.0,303,0.14999999,302697,4.074862e-09,30.973837,2092.7546,-28.773205,1.0178946e+26,-1.0,-1.2275418,inf,,999,581.8046944141388,1.3000543e+25,-10.590821,1.5481494e-17,6.9067807
324,-1.9054741,304,3.0855436,999.0,-4.0665574,1.5,-0.14039408,-3.0855436,,0.5428,,-10.0,304,0.14999999,303696,4.0480974e-09,30.973837,2099.2642,-28.679964,1.021251e+26,-1.0,-1.5095513,inf,,999,583.4560027122498,1.3000002e+25,-10.60739,1.5532604e-17,6.905474
324,-1.9052849,305,3.0855436,999.0,-4.069842,1.5,-1.3620464,-3.0855436,,2.6691635,,-10.0,305,0.14999999,304695,4.0215964e-09,30.973837,2106.1118,-28.59134,1.0246069e+26,-1.0,-1.8477838,inf,,999,585.2137796878815,1.2999489e+25,-11.471034,1.5583704e-17,6.905285
324,-1.9031943,306,3.0855436,999.0,-4.073115,1.5,-8.996821,-3.0855436,,2097.819,,-10.0,306,0.14999999,305694,3.995354e-09,30.973837,2112.3774,-28.528236,1.0279581e+26,-1.0,-1.2655263,inf,,999,586.9182450771332,1.299897e+25,-10.092057,1.5634792e-17,6.9031944
324,-1.9052058,307,3.0855436,999.0,-4.0763774,1.5,-26.116833,-3.0855436,,49470170000.0,,-10.0,307,0.14999999,306693,3.969368e-09,30.973837,2119.8982,-28.521313,1.0313163e+26,-1.0,-2.5207148,inf,,999,588.6050453186035,1.2998479e+25,-12.349481,1.568587e-17,6.9052057
324,-1.9036136,308,3.0855436,999.0,-4.07963,1.5,-48.209164,-3.0855436,,2.3200698e+20,,-10.0,308,0.14999999,307692,3.943635e-09,30.973837,2126.313,-28.586159,1.0346698e+26,-1.0,-1.4148141,inf,,999,590.2554039955139,1.2997947e+25,-11.514952,1.5736934e-17,6.9036136
